workId,genreId
"johann-sebastian-bach-1685-christ-der-du-bist-der-helle-tag-bwv1120-258","keyboard"
"johann-sebastian-bach-1685-fugue-no-22-en-si-bemol-mineur-bwv891-441","keyboard"
"johann-sebastian-bach-1685-fugue-in-e-minor-bwv945-422","keyboard"
"johann-sebastian-bach-1685-fughetta-in-c-minor-bwv961-405","keyboard"
"johann-sebastian-bach-1685-fugue-in-d-minor-bwv948-421","keyboard"
"johann-sebastian-bach-1685-fughetta-super-dies-sind-die-heilgen-zehn-gebot-bwv679-406","keyboard"
"johann-sebastian-bach-1685-christ-unser-herr-zum-jordan-kam-bwv684-263","keyboard"
"johann-sebastian-bach-1685-christ-lag-in-todesbanden-bwv625-jesus-christus-unser-heiland-bwv626-christ-ist-erstanden-bwv627-256","keyboard"
"johann-sebastian-bach-1685-der-tag-der-ist-so-freudenreich--312","keyboard"
"johann-sebastian-bach-1685-fugue-no-13-en-fa-diese-majeur-bwv882-431","keyboard"
"johann-sebastian-bach-1685-fugue-in-a-minor-bwv959-413","keyboard"
"johann-sebastian-bach-1685-fantasia-and-fugue-in-c-minor-bwv906-375","keyboard"
"johann-sebastian-bach-1685-english-suite-no-4-in-f-major-bwv809-346","keyboard"
"johann-sebastian-bach-1685-das-alte-jahr-vergangen-ist-bwv1091-298","keyboard"
"johann-sebastian-bach-1685-fugue-in-c-major-bwv952-417","keyboard"
"johann-sebastian-bach-1685-fantasia-and-fugue-in-g-minor-bwv542-376","keyboard"
"johann-sebastian-bach-1685-french-suite-no-6-in-e-major-bwv817-400","keyboard"
"johann-sebastian-bach-1685-french-suite-no-2-in-c-minor-bwv813-396","keyboard"
"johann-sebastian-bach-1685-fugue-no-24-en-si-mineur-bwv893-443","keyboard"
"johann-sebastian-bach-1685-es-spricht-der-unweisen-mund--364","keyboard"
"johann-sebastian-bach-1685-fugue-no-3-en-do-diese-majeur-bwv872-444","keyboard"
"johann-sebastian-bach-1685-fugue-in-b-minor-on-a-theme-by-corelli-bwv579-416","keyboard"
"johann-sebastian-bach-1685-erschienen-ist-der-herrliche-tag-bwv629-353","keyboard"
"johann-sebastian-bach-1685-erstanden-ist-der-heilge-christ-bwv628-355","keyboard"
"johann-sebastian-bach-1685-french-suite-no-3-in-b-minor-bwv814-397","keyboard"
"johann-sebastian-bach-1685-english-suite-no-2-in-a-minor-bwv807-344","keyboard"
"johann-sebastian-bach-1685-fantasia-and-fugue-in-c-minor-bwv537-373","keyboard"
"johann-sebastian-bach-1685-dies-sind-die-heilgen-zehn-gebot-bwv635-322","keyboard"
"johann-sebastian-bach-1685-christus-der-ist-mein-leben-bwv1112-276","keyboard"
"johann-sebastian-bach-1685-fugue-no-8-en-re-diese-mineur-bwv877-449","keyboard"
"johann-sebastian-bach-1685-christum-wir-sollen-loben-schon-bwv696-274","keyboard"
"johann-sebastian-bach-1685-fugue-no-20-en-la-mineur-bwv889-439","keyboard"
"johann-sebastian-bach-1685-fugue-no-21-en-si-bemol-majeur-bwv890-440","keyboard"
"johann-sebastian-bach-1685-french-suite-no-4-in-e-flat-major-bwv815-398","keyboard"
"johann-sebastian-bach-1685-es-ist-das-heil-uns-kommen-her-bwv638-359","keyboard"
"johann-sebastian-bach-1685-christus-der-uns-selig-macht-bwv620-277","keyboard"
"johann-sebastian-bach-1685-fugue-in-c-minor-bwv574-419","keyboard"
"johann-sebastian-bach-1685-fantasia-super-jesu-meine-freude-bwv713-384","keyboard"
"johann-sebastian-bach-1685-fugue-no-6-en-re-mineur-bwv875-447","keyboard"
"johann-sebastian-bach-1685-fantasia-in-g-major-bwv571-380","keyboard"
"johann-sebastian-bach-1685-courante-in-g-major-bwv840--292","keyboard"
"johann-sebastian-bach-1685-durch-adams-fall-ist-ganz-verderbt-bwv705-334","keyboard"
"johann-sebastian-bach-1685-fantasia-and-fughetta-in-b-flat-major-bwv907--369","keyboard"
"johann-sebastian-bach-1685-french-suite-no-1-in-d-minor-bwv812-395","keyboard"
"johann-sebastian-bach-1685-fugue-no-4-en-do-diese-mineur-bwv873-445","keyboard"
"johann-sebastian-bach-1685-fugue-in-g-minor-bwv131a-426","keyboard"
"johann-sebastian-bach-1685-fugue-no-18-en-sol-diese-mineur-bwv887-436","keyboard"
"johann-sebastian-bach-1685-christ-lag-in-todesbanden-bwv625-255","keyboard"
"johann-sebastian-bach-1685-fugue-no-2-en-do-mineur-bwv871-438","keyboard"
"johann-sebastian-bach-1685-fuga-sopra-il-magnificat-meine-seele-erhebet-den-herren-bwv733--403","keyboard"
"johann-sebastian-bach-1685-freu-dich-sehr-o-meine-seele-bwv-anh52-401","keyboard"
"johann-sebastian-bach-1685-das-jesulein-soll-doch-mein-trost-bwv702-301","keyboard"
"johann-sebastian-bach-1685-christ-ist-erstanden-bwv627-251","keyboard"
"johann-sebastian-bach-1685-erhalt-uns-herr-bei-deinem-wort-bwv1103-351","keyboard"
"johann-sebastian-bach-1685-durch-adams-fall-ist-ganz-verderbt-bwv1101-332","keyboard"
"johann-sebastian-bach-1685-christ-der-du-bist-der-helle-tag-bwv766-260","keyboard"
"johann-sebastian-bach-1685-english-suite-no-3-in-g-minor-bwv808-345","keyboard"
"johann-sebastian-bach-1685-fugue-no-19-en-la-majeur-bwv888-437","keyboard"
"johann-sebastian-bach-1685-fugue-no-12-en-fa-mineur-bwv881-430","keyboard"
"johann-sebastian-bach-1685-erstanden-ist-der-heilge-christ-bwv628-erschienen-ist-der-herrliche-tag-bwv629-heut-triumphiert-gottes-sohn-bwv630-356","keyboard"
"johann-sebastian-bach-1685-christe-aller-welt-trost-bwv670-266","keyboard"
"johann-sebastian-bach-1685-fugue-no-10-en-mi-mineur-bwv879-428","keyboard"
"johann-sebastian-bach-1685-english-suite-no-5-in-e-minor-bwv810-347","keyboard"
"johann-sebastian-bach-1685-fugue-in-f-bwv-anh42-424","keyboard"
"johann-sebastian-bach-1685-fugue-in-e-minor-bwv956-423","keyboard"
"johann-sebastian-bach-1685-da-jesus-an-dem-kreuze-stund-bwv621-295","keyboard"
"johann-sebastian-bach-1685-fugue-in-a-minor-bwv947-411","keyboard"
"johann-sebastian-bach-1685-fugue-in-c-minor-bwv575-420","keyboard"
"johann-sebastian-bach-1685-christe-aller-welt-trost-bwv673-267","keyboard"
"johann-sebastian-bach-1685-ein-kindelein-so-lobelich--339","keyboard"
"johann-sebastian-bach-1685-chromatic-fantasia-and-fugue-in-d-minor-bwv903-280","keyboard"
"johann-sebastian-bach-1685-french-suite-no-5-in-g-major-bwv816-399","keyboard"
"johann-sebastian-bach-1685-christ-unser-herr-zum-jordan-kam-bwv685-264","keyboard"
"johann-sebastian-bach-1685-fugue-in-b-flat-major-bwv954-414","keyboard"
"johann-sebastian-bach-1685-fuga-super-allein-gott-in-der-hoh-sei-ehr-bwv716-404","keyboard"
"johann-sebastian-bach-1685-fantasia-on-a-rondo-in-c-minor-bwv918-382","keyboard"
"johann-sebastian-bach-1685-du-friedenfurst-herr-jesu-christ-bwv1102-330","keyboard"
"johann-sebastian-bach-1685-english-suite-no-1-in-a-major-bwv806-343","keyboard"
"johann-sebastian-bach-1685-ein-feste-burg-ist-unser-gott-bwv720-340","keyboard"
"johann-sebastian-bach-1685-fugue-in-a-major-bwv949-410","keyboard"
"johann-sebastian-bach-1685-fantasia-in-c-major-bwv570-378","keyboard"
"johann-sebastian-bach-1685-fantasia-and-fugue-in-a-minor-bwv904-371","keyboard"
"johann-sebastian-bach-1685-der-tag-der-ist-so-freudenreich-bwv719-315","keyboard"
"johann-sebastian-bach-1685-ehre-sei-dir-christe-der-du-leidest-not-bwv1097-336","keyboard"
"johann-sebastian-bach-1685-fugue-no-15-en-sol-majeur-bwv884-433","keyboard"
"johann-sebastian-bach-1685-fugue-no-17-en-la-bemol-majeur-bwv886-435","keyboard"
"johann-sebastian-bach-1685-fantasia-super-valet-will-ich-dir-geben-bwv735-386","keyboard"
"johann-sebastian-bach-1685-english-suite-no-6-in-d-minor-bwv811-348","keyboard"
"johann-sebastian-bach-1685-fugue-in-g-minor-bwv578-little-fugue-427","keyboard"
"johann-sebastian-bach-1685-fantasia-and-fughetta-in-d-major-bwv908--370","keyboard"
"johann-sebastian-bach-1685-fughetta-super-wir-glauben-all-an-einen-gott-bwv681-407","keyboard"
"johann-sebastian-bach-1685-christus-der-uns-selig-macht-bwv620-da-jesus-an-dem-kreuze-stund-bwv621-278","keyboard"
"johann-sebastian-bach-1685-fantasia-in-c-minor-bwv1121--379","keyboard"
"johann-sebastian-bach-1685-fugue-in-c-major-bwv953-418","keyboard"
"johann-sebastian-bach-1685-christus-der-uns-selig-macht-bwv747-279","keyboard"
"johann-sebastian-bach-1685-der-tag-der-ist-so-freudenreich-bwv605-314","keyboard"
"johann-sebastian-bach-1685-fugue-no-11-en-fa-majeur-bwv880-429","keyboard"
"johann-sebastian-bach-1685-das-alte-jahr-vergangen-ist-bwv614-300","keyboard"
"johann-sebastian-bach-1685-fugue-no-23-en-si-majeur-bwv892-442","keyboard"
"johann-sebastian-bach-1685-fugue-in-g-major-bwv576-425","keyboard"
"johann-sebastian-bach-1685-christ-lag-in-todesbanden-bwv718-257","keyboard"
"johann-sebastian-bach-1685-fugue-no-14-en-fa-diese-mineur-bwv883-432","keyboard"
"johann-sebastian-bach-1685-durch-adams-fall-ist-ganz-verderbt-bwv637-333","keyboard"
"johann-sebastian-bach-1685-fugue-no-5-en-re-majeur-bwv874-446","keyboard"
"johann-sebastian-bach-1685-christe-du-lamm-gottes-bwv619-271","keyboard"
"johann-sebastian-bach-1685-dies-sind-die-heiligen-zehn-gebot-bwv635-vater-unser-bwv636-durch-adams-fall-bwv637-es-ist-das-heil-bwv628-324","keyboard"
"johann-sebastian-bach-1685-fugue-in-b-flat-major-bwv955--415","keyboard"
"johann-sebastian-bach-1685-fuga-chromatisch-bearbeitet-bwv-anh44-402","keyboard"
"johann-sebastian-bach-1685-fantasia-in-b-minor-bwv563-377","keyboard"
"johann-sebastian-bach-1685-fugue-in-a-minor-bwv958-412","keyboard"
"johann-sebastian-bach-1685-fantasia-super-komm-heiliger-geist-bwv651-385","keyboard"
"johann-sebastian-bach-1685-fantasia-and-fugue-in-c-minor-bwv562-374","keyboard"
"johann-sebastian-bach-1685-dies-sind-die-heilgen-zehn-gebot-bwv678-323","keyboard"
"johann-sebastian-bach-1685-christum-wir-sollen-loben-schon-bwv611-273","keyboard"
"johann-sebastian-bach-1685-christ-der-du-bist-tag-und-licht-bwv1096-261","keyboard"
"johann-sebastian-bach-1685-fantasia-in-g-major-bwv572-381","keyboard"
"johann-sebastian-bach-1685-fugue-no-7-en-mi-bemol-majeur-bwv876-448","keyboard"
"johann-sebastian-bach-1685-fantasia-super-christ-lag-in-todes-banden-bwv695-383","keyboard"
"johann-sebastian-bach-1685-aus-tiefer-not-schrei-ich-zu-dir-bwv1099-53","keyboard"
"johann-sebastian-bach-1685-capriccio-on-the-departing-of-his-most-beloved-brother-in-b-flat-major-bwv992-243","keyboard"
"johann-sebastian-bach-1685-aus-tiefer-not-schrei-ich-zu-dir-bwv686-54","keyboard"
"johann-sebastian-bach-1685-aus-tiefer-not-schrei-ich-zu-dir-bwv687-55","keyboard"
"johann-sebastian-bach-1685-capriccio-in-e-major-bwv993-242","keyboard"
"johann-sebastian-bach-1685-canzona-in-d-minor-bwv588-241","keyboard"
"milton-babbitt-1916-tableaux-23","keyboard"
"johann-sebastian-bach-1685-5-preludes-bwv939-943-4","keyboard"
"malcolm-arnold-1921-dream-city-21","keyboard"
"johann-sebastian-bach-1685-applicatio-in-c-major-bwv994-46","keyboard"
"milton-babbitt-1916-duet-8","keyboard"
"milton-babbitt-1916-reflections-for-piano-and-synthesized-tape-18","keyboard"
"milton-babbitt-1916-canonical-form-3","keyboard"
"malcolm-arnold-1921-piano-sonata-58","keyboard"
"milton-babbitt-1916-lagniappe-11","keyboard"
"george-antheil-1900-sonatina-fur-radio-w58-24","keyboard"
"johann-sebastian-bach-1685-alle-menschen-mussen-sterben-bwv643-23","keyboard"
"johann-sebastian-bach-1685-ach-was-soll-ich-sunder-machen--17","keyboard"
"johann-sebastian-bach-1685-ach-bleib-bei-uns-herr-jesu-christ-bwv649-6","keyboard"
"johann-sebastian-bach-1685-3-minuets-bwv841-843-0","keyboard"
"milton-babbitt-1916-semi-simple-variations-20","keyboard"
"johann-sebastian-bach-1685-3-part-inventions-bwv787-801-2","keyboard"
"johann-sebastian-bach-1685-6-preludes-bwv933-38-six-little-preludes-5","keyboard"
"milton-babbitt-1916-post-partitions-17","keyboard"
"johann-sebastian-bach-1685-als-jesus-christus-in-der-nacht-bwv1108-41","keyboard"
"malcolm-arnold-1921-variations-on-a-ukrainian-folksong-op-9-105","keyboard"
"johann-sebastian-bach-1685-allemande-in-g-minor-bwv837-37","keyboard"
"johann-sebastian-bach-1685-ach-wie-nichtig-ach-wie-fluchtig-bwv644-14","keyboard"
"george-antheil-1900-sonata-sauvage-w41-23","keyboard"
"johann-sebastian-bach-1685-ach-gott-tu-dich-erbarmen-bwv1109-11","keyboard"
"johann-sebastian-bach-1685-alle-menschen-mussen-sterben-bwv1117-22","keyboard"
"johann-sebastian-bach-1685-aria-variata-in-a-minor-bwv989-in-the-italian-style-47","keyboard"
"johann-sebastian-bach-1685-allein-gott-in-der-hoh-sei-ehr-bwv676-29","keyboard"
"johann-sebastian-bach-1685-allein-gott-in-der-hoh-sei-ehr-bwv715-32","keyboard"
"johann-sebastian-bach-1685-allein-gott-in-der-hoh-sei-ehr-bwv711-31","keyboard"
"george-antheil-1900-the-airplane-sonata-w40-second-sonata-31","keyboard"
"johann-sebastian-bach-1685-allein-gott-in-der-hoh-sei-ehr-bwv675-28","keyboard"
"johann-sebastian-bach-1685-ach-was-soll-ich-sunder-machen-bwv770-19","keyboard"
"johann-sebastian-bach-1685-allein-gott-in-der-hoh-sei-ehr-bwv663-27","keyboard"
"johann-sebastian-bach-1685-ach-gott-und-herr-bwv714-8","keyboard"
"johann-sebastian-bach-1685-an-wasserflussen-babylon-bwv653-45","keyboard"
"johann-sebastian-bach-1685-allemande-in-g-minor-bwv836-36","keyboard"
"johann-sebastian-bach-1685-ach-herr-mich-armen-sunder-bwv742-12","keyboard"
"milton-babbitt-1916-partitions-14","keyboard"
"johann-sebastian-bach-1685-adagio-in-g-major-bwv968-21","keyboard"
"johann-sebastian-bach-1685-ach-was-ist-doch-unser-leben-bwv743-16","keyboard"
"johann-sebastian-bach-1685-an-wasserflussen-babylon-bwv-653b-43","keyboard"
"johann-sebastian-bach-1685-allein-gott-in-der-hoh-sei-ehr-bwv662-26","keyboard"
"johann-sebastian-bach-1685-allein-zu-dir-herr-jesu-christ-bwv1100-34","keyboard"
"johann-sebastian-bach-1685-ach-gott-vom-himmel-sieh-darein-bwv741-9","keyboard"
"johann-sebastian-bach-1685-allein-gott-in-der-hoh-sei-ehr-bwv677-30","keyboard"
"johann-sebastian-bach-1685-4-duettos-bwv802-805--3","keyboard"
"johann-sebastian-bach-1685-allein-gott-in-der-hoh-sei-ehr-bwv717-33","keyboard"
"isaac-albeniz-1860-suite-antigua-no-3-b21-53","keyboard"
"isaac-albeniz-1860-estudio-impromptu-for-piano-op-56-21","keyboard"
"isaac-albeniz-1860-les-saisons-for-piano-op-201-27","keyboard"
"isaac-albeniz-1860-champagne-vals-for-piano-15","keyboard"
"isaac-albeniz-1860-arbola-pian-zortzico-6","keyboard"
"isaac-albeniz-1860-yvonne-en-visite-56","keyboard"
"isaac-albeniz-1860-rhapsodia-cubana-op-66-b13-43","keyboard"
"isaac-albeniz-1860-serenata-arabe-in-a-minor-b5-45","keyboard"
"isaac-albeniz-1860-berceuse-for-piano-t114-bis-11","keyboard"
"isaac-albeniz-1860-serenata-espanola-in-d-flat-major-op-181-b39-47","keyboard"
"isaac-albeniz-1860-angustia-romanza-sin-palabras-5","keyboard"
"george-antheil-1900-death-of-machines-w42-third-piano-sonata-11","keyboard"
"isaac-albeniz-1860-recuerdos-de-viaje-op-71-40","keyboard"
"isaac-albeniz-1860-diva-sin-par-mazurka-for-piano-18","keyboard"
"isaac-albeniz-1860-mallorca-op-202-28","keyboard"
"isaac-albeniz-1860-chant-damour-op-202-16","keyboard"
"isaac-albeniz-1860-barcarole-catalane-in-d-flat-major-op-23-b2-primera-barcarolla-10","keyboard"
"isaac-albeniz-1860-reves-for-piano-op-101-42","keyboard"
"thomas-ades-1971-darknesse-visible-3","keyboard"
"isaac-albeniz-1860-mazurka-de-salon-t81-32","keyboard"
"isaac-albeniz-1860-2-character-pieces-spanish-national-songs-op-164-0","keyboard"
"isaac-albeniz-1860-cadix-gaditana-for-piano-12","keyboard"
"isaac-albeniz-1860-6-valses-pequenos-op-25-3","keyboard"
"isaac-albeniz-1860-suite-ancienne-op-54-51","keyboard"
"isaac-albeniz-1860-recuerdos-mazurka-for-piano-op-80-41","keyboard"
"isaac-albeniz-1860-azulejos--8","keyboard"
"george-antheil-1900-2-toccatas-w72-1","keyboard"
"isaac-albeniz-1860-espana-b45-19","keyboard"
"isaac-albeniz-1860-6-danzas-espanolas-b23-1","keyboard"
"isaac-albeniz-1860-sonata-no-5-in-g-flat-major-op-82-b27-49","keyboard"
"isaac-albeniz-1860-iberia-suite-b47-books-1-4-23","keyboard"
"george-antheil-1900-2-odes-of-john-keats-for-narrator-and-piano--0","keyboard"
"george-antheil-1900-jazz-sonata-w43-piano-sonata-no-4-13","keyboard"
"isaac-albeniz-1860-cantos-de-espana-op-232-13","keyboard"
"isaac-albeniz-1860-serenata-arabe-for-piano-46","keyboard"
"isaac-albeniz-1860-improvisation-i-25","keyboard"
"isaac-albeniz-1860-sous-le-palmier-tango-flamenco-in-e-flat-major-50","keyboard"
"isaac-albeniz-1860-deseo-estudio-de-concierto-op-40-17","keyboard"
"isaac-albeniz-1860-balbina-valverde-polka-for-piano-9","keyboard"
"george-antheil-1900-la-femme-100-tetes-45-preludes-inspired-by-etchings-of-max-ernst-w60-14","keyboard"
"isaac-albeniz-1860-6-mazurkas-de-salon-for-piano-op-66-b12-2","keyboard"
"isaac-albeniz-1860-espana-6-hojas-de-album-op-165-b37-20","keyboard"
"isaac-albeniz-1860-suite-espanola-no-1-op-47-b7-54","keyboard"
"isaac-albeniz-1860-pavanna-capricho-op-12-35","keyboard"
"isaac-albeniz-1860-pavana-facil-para-manos-pequenas-for-piano-in-c-minor-op-83-b28-34","keyboard"
"john-adams-1947-phrygian-gates-16","keyboard"
"isaac-albeniz-1860-7-estudios-en-los-tonos-naturales-mayores-op-65-b11-4","keyboard"
"isaac-albeniz-1860-zambra-granadina--in-d-minor-b42-57","keyboard"
"isaac-albeniz-1860-lautomne-valse-op-170-26","keyboard"
"isaac-albeniz-1860-suite-espanola-no-2-b32-55","keyboard"
"john-adams-1947-china-gates-2","keyboard"
"george-antheil-1900-7-mechanisms-suite-w50-4","keyboard"
"isaac-albeniz-1860-mazurka-de-salon-in-e-flat-major-op-95-b311-amalia-31","keyboard"
"isaac-albeniz-1860-suite-antigua-no-2-op-64-b10-52","keyboard"
"isaac-albeniz-1860-marcha-militar-29","keyboard"
"john-adams-1947-hallelujah-junction-7","keyboard"
"isaac-albeniz-1860-sonata-no-3-in-a-major-op68-48","keyboard"
"george-antheil-1900-little-shimmy-w45-16","keyboard"
"isaac-albeniz-1860-piano-sonata-no-4-in-a-major-op-72-b20-38","keyboard"
"bela-bartok-1881-the-wooden-prince-op-13-bb74-91","stage"
"alexander-von-zemlinsky-1871-ein-lichtstrahl-mime-drama-with-piano-17","stage"
"hugo-wolf-1860-manuel-venegas-49","stage"
"alexander-von-zemlinsky-1871-der-traumgorge-opera-12","stage"
"alexander-von-zemlinsky-1871-ein-tanzpoem--18","stage"
"alexander-von-zemlinsky-1871-sarema-opera-42","stage"
"alexander-von-zemlinsky-1871-konig-kandaules-opera-28","stage"
"alexander-von-zemlinsky-1871-eine-florentinische-tragodie-opera-op-16-19","stage"
"alexander-von-zemlinsky-1871-es-war-einmal-opera-20","stage"
"iannis-xenakis-1922-antikhthon-ballet-for-86-or-60-musicians-5","stage"
"alexander-von-zemlinsky-1871-der-kreidekreis-opera-11","stage"
"alexander-von-zemlinsky-1871-ballet-pieces--from-triumph-der-zeit-for-orchestra-7","stage"
"kurt-weill-1900-die-dreigroschenoper--23","stage"
"kurt-weill-1900-where-do-we-go-from-here-57","stage"
"kurt-weill-1900-huckleberry-finn-31","stage"
"kurt-weill-1900-down-in-the-valley-25","stage"
"kurt-weill-1900-lost-in-the-stars-37","stage"
"kurt-weill-1900-you-and-me-film-score--59","stage"
"kurt-weill-1900-der-silbersee--20","stage"
"kurt-weill-1900-der-jasager--14","stage"
"kurt-weill-1900-knickerbocker-holiday-34","stage"
"kurt-weill-1900-aufstieg-und-fall-der-stadt-mahagonny--1","stage"
"kurt-weill-1900-die-sieben-todsunden--24","stage"
"charles-marie-widor-1844-la-korrigane-ballet-op-42-9","stage"
"kurt-weill-1900-the-river-is-blue--53","stage"
"kurt-weill-1900-happy-end-28","stage"
"kurt-weill-1900-railroads-on-parade-pageant-fantasia-on-rail-transport-45","stage"
"kurt-weill-1900-konjunktur-incidental-music--35","stage"
"kurt-weill-1900-royal-palace-op-17-46","stage"
"kurt-weill-1900-der-kuhhandel--15","stage"
"kurt-weill-1900-ulysses-africanus-54","stage"
"kurt-weill-1900-street-scene-48","stage"
"kurt-weill-1900-love-life--38","stage"
"kurt-weill-1900-happy-end-27","stage"
"kurt-weill-1900-one-touch-of-venus-43","stage"
"kurt-weill-1900-der-silbersee-19","stage"
"kurt-weill-1900-der-weg-der-verheissung--21","stage"
"kurt-weill-1900-der-protagonist-op-15-18","stage"
"kurt-weill-1900-marie-galante-40","stage"
"kurt-weill-1900-the-firebrand-of-florence--52","stage"
"kurt-weill-1900-der-lindberghflug-16","stage"
"kurt-weill-1900-lady-in-the-dark-36","stage"
"kurt-weill-1900-marie-galante-41","stage"
"kurt-weill-1900-der-zar-last-sich-photographieren--22","stage"
"william-walton-1902-the-first-shoot-62","stage"
"richard-wagner-1813-tristan-und-isolde-wwv-90-45","stage"
"richard-wagner-1813-rienzi-wwv-49-36","stage"
"carl-maria-von-weber-1786-oberon-j306-58","stage"
"carl-maria-von-weber-1786-abu-hassan-13","stage"
"carl-maria-von-weber-1786-euryanthe-op-81-37","stage"
"carl-maria-von-weber-1786-der-freischutz-op-77-32","stage"
"richard-wagner-1813-siegfried-wwv-86c-39","stage"
"richard-wagner-1813-tannhauser-wwv-70-42","stage"
"carl-maria-von-weber-1786-silvana-j87-76","stage"
"richard-wagner-1813-lohengrin-wwv-75-28","stage"
"richard-wagner-1813-parsifal-wwv-111-30","stage"
"carl-maria-von-weber-1786-peter-schmoll-und-seine-nachbarn-j8-op-8-59","stage"
"william-walton-1902-the-bear--60","stage"
"william-walton-1902-troilus-and-cressida-67","stage"
"william-walton-1902-the-quest-63","stage"
"richard-wagner-1813-gotterdammerung-wwv-86d-23","stage"
"richard-wagner-1813-das-rheingold-wwv-86a-11","stage"
"richard-wagner-1813-die-meistersinger-von-nurnberg-wwv-96-16","stage"
"richard-wagner-1813-der-fliegende-hollander-wwv-63-12","stage"
"richard-wagner-1813-die-feen-wwv-32-15","stage"
"antonio-vivaldi-1678-tito-manlio-rv738--423","stage"
"richard-wagner-1813-die-walkure-wwv-86b-17","stage"
"antonio-vivaldi-1678-teuzzone-rv736--420","stage"
"antonio-vivaldi-1678-tieteberga-rv737--422","stage"
"richard-wagner-1813-das-liebesverbot-wwv-38-10","stage"
"antonio-vivaldi-1678-rosmira-fedele-rv731-378","stage"
"antonio-vivaldi-1678-lolimpiade-rv725-309","stage"
"antonio-vivaldi-1678-la-silvia-rv734-318","stage"
"antonio-vivaldi-1678-ottone-in-villa-rv729-363","stage"
"antonio-vivaldi-1678-montezuma-rv723--332","stage"
"antonio-vivaldi-1678-semiramide-rv733--388","stage"
"antonio-vivaldi-1678-ipermestra-rv722--298","stage"
"antonio-vivaldi-1678-ercole-sul-termodonte-r710-261","stage"
"antonio-vivaldi-1678-dorilla-in-tempe-rv709--233","stage"
"antonio-vivaldi-1678-orlando-finto-pazzo-rv727--360","stage"
"antonio-vivaldi-1678-l-atenaide-rv702--303","stage"
"antonio-vivaldi-1678-siroe-re-di-persia-rv735-409","stage"
"antonio-vivaldi-1678-orlando--359","stage"
"antonio-vivaldi-1678-scanderbeg-rv732-386","stage"
"antonio-vivaldi-1678-farnace-rv711--262","stage"
"antonio-vivaldi-1678-la-fida-ninfa-rv714--315","stage"
"antonio-vivaldi-1678-la-candace-o-siano-li-veri-amici-rv704-310","stage"
"antonio-vivaldi-1678-giustino-rv717--285","stage"
"antonio-vivaldi-1678-griselda-rv718--288","stage"
"antonio-vivaldi-1678-la-verita-in-cimento-rv739--320","stage"
"antonio-vivaldi-1678-il-tamerlano--292","stage"
"antonio-vivaldi-1678-l-incoronazione-di-dario-rv719-304","stage"
"antonio-vivaldi-1678-l-adelaide-rv695-302","stage"
"antonio-vivaldi-1678-orlando-furioso-rv-anh84-361","stage"
"antonio-vivaldi-1678-la-virtu-trionfante-dellamore-e-dellodio-overo-il-tigrane-rv740-321","stage"
"antonio-vivaldi-1678-catone-in-utica-rv705-60","stage"
"antonio-vivaldi-1678-armida-al-campo-degitto-rv699-15","stage"
"antonio-vivaldi-1678-arsilda-regina-di-ponto-rv-700--16","stage"
"antonio-vivaldi-1678-argippo-rv697--14","stage"
"heitor-villa-lobos-1887-menina-nas-nuvens-opera-comique-in-3-acts-a-540-118","stage"
"heitor-villa-lobos-1887-uirapuru-symphonic-poem-and-ballet-a133-the-enchanted-bird-188","stage"
"giuseppe-verdi-1813-i-due-foscari-16","stage"
"giuseppe-verdi-1813-stiffelio-58","stage"
"giuseppe-verdi-1813-i-masnadieri-18","stage"
"giuseppe-verdi-1813-il-trovatore-25","stage"
"giuseppe-verdi-1813-nabucco-43","stage"
"giuseppe-verdi-1813-jerusalem-28","stage"
"giuseppe-verdi-1813-un-ballo-in-maschera-64","stage"
"giuseppe-verdi-1813-i-vespri-siciliani-19","stage"
"giuseppe-verdi-1813-don-carlo-10","stage"
"giuseppe-verdi-1813-un-giorno-di-regno-65","stage"
"giuseppe-verdi-1813-giovanna-darco-14","stage"
"giuseppe-verdi-1813-macbeth-40","stage"
"giuseppe-verdi-1813-la-battaglia-di-legnano-31","stage"
"giuseppe-verdi-1813-luisa-miller-39","stage"
"giuseppe-verdi-1813-otello-47","stage"
"giuseppe-verdi-1813-la-forza-del-destino-32","stage"
"giuseppe-verdi-1813-il-corsaro-21","stage"
"giuseppe-verdi-1813-falstaff-13","stage"
"giuseppe-verdi-1813-la-traviata-35","stage"
"giuseppe-verdi-1813-i-lombardi-alla-prima-crociata-17","stage"
"giuseppe-verdi-1813-ernani-12","stage"
"giuseppe-verdi-1813-rigoletto-54","stage"
"giuseppe-verdi-1813-simon-boccanegra-57","stage"
"giuseppe-verdi-1813-oberto-conte-di-san-bonifacio-46","stage"
"ralph-vaughan-williams-1872-job-a-masque-for-dancing-71","stage"
"ralph-vaughan-williams-1872-the-pilgrims-progress-136","stage"
"giuseppe-verdi-1813-aroldo-4","stage"
"giuseppe-verdi-1813-alzira-3","stage"
"ralph-vaughan-williams-1872-on-christmas-night-90","stage"
"giuseppe-verdi-1813-attila-5","stage"
"ralph-vaughan-williams-1872-the-poisoned-kiss-138","stage"
"ralph-vaughan-williams-1872-sir-john-in-love-110","stage"
"ralph-vaughan-williams-1872-the-wasps-incidental-music-for-tenor-baritone-male-chorus-and-orchestra-148","stage"
"ralph-vaughan-williams-1872-riders-to-the-sea-102","stage"
"michael-tippett-1905-the-knot-garden-40","stage"
"giuseppe-verdi-1813-aida-0","stage"
"michael-tippett-1905-the-midsummer-marriage-41","stage"
