id,name,title,description,popular,recommended,primarySource
"john-adams-1947-berceuse-elegiaque-0","Berceuse élégiaque","Berceuse élégiaque","Adams - Berceuse élégiaque, For chamber orchestra",false,false,openopus
"john-adams-1947-chamber-symphony-1","Chamber Symphony","Chamber Symphony","Adams - Chamber Symphony",false,false,openopus
"john-adams-1947-china-gates-2","China Gates","China Gates","Adams - China Gates",true,true,openopus
"john-adams-1947-doctor-atomic-3","Doctor Atomic","Doctor Atomic","Adams - Doctor Atomic, Opera",false,false,openopus
"john-adams-1947-doctor-atomic-symphony-4","Doctor Atomic Symphony","Doctor Atomic Symphony","Adams - Doctor Atomic Symphony",false,true,openopus
"john-adams-1947-fellow-traveler-5","Fellow Traveler","Fellow Traveler","Adams - Fellow Traveler, For string quartet",false,false,openopus
"john-adams-1947-grand-pianola-music-6","Grand Pianola Music","Grand Pianola Music","Adams - Grand Pianola Music, For voice, pianos, winds, brass and percussion",false,false,openopus
"john-adams-1947-hallelujah-junction-7","Hallelujah Junction","Hallelujah Junction","Adams - Hallelujah Junction",false,false,openopus
"john-adams-1947-harmonielehre-8","Harmonielehre","Harmonielehre","Adams - Harmonielehre",true,true,openopus
"john-adams-1947-harmonium-9","Harmonium","Harmonium","Adams - Harmonium, For chorus and orchestra",false,false,openopus
"john-adams-1947-i-was-looking-at-the-ceiling-and-then-i-saw-the-sky-10","I was looking at the ceiling and then I saw the sky","I was looking at the ceiling and then I saw the sky","Adams - I was looking at the ceiling and then I saw the sky",false,false,openopus
"john-adams-1947-johns-book-of-alleged-dances-11","John's Book of Alleged Dances","John's Book of Alleged Dances","Adams - John's Book of Alleged Dances, For string quartet",false,false,openopus
"john-adams-1947-light-over-water-12","Light Over Water","Light Over Water","Adams - Light Over Water, For brass and tape",false,false,openopus
"john-adams-1947-lollapalooza-13","Lollapalooza","Lollapalooza","Adams - Lollapalooza",false,false,openopus
"john-adams-1947-must-the-devil-have-all-the-good-tunes-14","Must the Devil Have All the Good Tunes?","Must the Devil Have All the Good Tunes?","Adams - Must the Devil Have All the Good Tunes?, For piano and orchestra",false,false,openopus
"john-adams-1947-nixon-in-china-15","Nixon in China","Nixon in China","Adams - Nixon in China, Opera",true,true,openopus
"john-adams-1947-phrygian-gates-16","Phrygian Gates","Phrygian Gates","Adams - Phrygian Gates",false,false,openopus
"john-adams-1947-road-movies-17","Road Movies","Road Movies","Adams - Road Movies, For violin and piano",false,false,openopus
"john-adams-1947-shaker-loops-18","Shaker Loops","Shaker Loops","Adams - Shaker Loops, For strings",false,false,openopus
"john-adams-1947-short-ride-in-a-fast-machine-19","Short Ride in a Fast Machine","Short Ride in a Fast Machine","Adams - Short Ride in a Fast Machine",true,true,openopus
"john-adams-1947-string-quartet-20","String Quartet","String Quartet","Adams - String Quartet",false,false,openopus
"john-adams-1947-the-chairman-dances-21","The Chairman Dances","The Chairman Dances","Adams - The Chairman Dances",false,false,openopus
"john-adams-1947-the-dharma-at-big-sur-22","The Dharma at Big Sur","The Dharma at Big Sur","Adams - The Dharma at Big Sur, For electric violin and orchestra ",false,true,openopus
"john-adams-1947-the-gospel-according-to-the-other-mary-23","The Gospel According To The Other Mary","The Gospel According To The Other Mary","Adams - The Gospel According To The Other Mary, Oratorio",false,false,openopus
"john-adams-1947-the-wound-dresser-24","The Wound-Dresser","The Wound-Dresser","Adams - The Wound-Dresser, For baritone and orchestra",false,false,openopus
"john-adams-1947-violin-concerto-25","Violin Concerto","Violin Concerto","Adams - Violin Concerto",false,true,openopus
"thomas-ades-1971-catch-op-4-0","Catch, op. 4","Catch, op. 4","Adès - Catch, op. 4, For clarinet, piano, violin and cello",false,false,openopus
"thomas-ades-1971-chamber-symphony-op-2-1","Chamber Symphony, op. 2","Chamber Symphony, op. 2","Adès - Chamber Symphony, op. 2",false,false,openopus
"thomas-ades-1971-concerto-for-piano-and-orchestra-2","Concerto for Piano and Orchestra","Concerto for Piano and Orchestra","Adès - Concerto for Piano and Orchestra",false,false,openopus
"thomas-ades-1971-darknesse-visible-3","Darknesse Visible","Darknesse Visible","Adès - Darknesse Visible, For piano",false,false,openopus
"thomas-ades-1971-polaris-voyage-for-orchestra-4","Polaris: Voyage for Orchestra","Polaris: Voyage for Orchestra","Adès - Polaris: Voyage for Orchestra",false,false,openopus
"thomas-ades-1971-powder-her-face-5","Powder Her Face","Powder Her Face","Adès - Powder Her Face, Opera",true,true,openopus
"thomas-ades-1971-tevot-6","Tevot","Tevot","Adès - Tevot",false,false,openopus
"thomas-ades-1971-the-fayrfax-carol-7","The Fayrfax Carol","The Fayrfax Carol","Adès - The Fayrfax Carol, For chorus and organ",false,false,openopus
"thomas-ades-1971-the-tempest-8","The Tempest","The Tempest","Adès - The Tempest, Opera",false,false,openopus
"thomas-ades-1971-three-studies-from-couperin-9","Three Studies from Couperin","Three Studies from Couperin","Adès - Three Studies from Couperin",true,true,openopus
"thomas-ades-1971-totentanz-10","Totentanz","Totentanz","Adès - Totentanz, For mezzo-soprano, baritone and orchestra",false,true,openopus
"thomas-ades-1971-violin-concerto-concentric-paths-11","Violin Concerto, ""Concentric Paths""","Violin Concerto, ""Concentric Paths""","Adès - Violin Concerto, ""Concentric Paths""",true,true,openopus
"isaac-albeniz-1860-2-character-pieces-spanish-national-songs-op-164-0","2 Character Pieces: Spanish National Songs, op. 164","2 Character Pieces: Spanish National Songs, op. 164","Albéniz - 2 Character Pieces: Spanish National Songs, op. 164",false,false,openopus
"isaac-albeniz-1860-6-danzas-espanolas-b23-1","6 Danzas españolas, B.23","6 Danzas españolas, B.23","Albéniz - 6 Danzas españolas, B.23",false,false,openopus
"isaac-albeniz-1860-6-mazurkas-de-salon-for-piano-op-66-b12-2","6 Mazurkas de salon, for piano, op. 66, B.12","6 Mazurkas de salon, for piano, op. 66, B.12","Albéniz - 6 Mazurkas de salon, for piano, op. 66, B.12",false,false,openopus
"isaac-albeniz-1860-6-valses-pequenos-op-25-3","6 Valses Pequeños, op. 25","6 Valses Pequeños, op. 25","Albéniz - 6 Valses Pequeños, op. 25",false,false,openopus
"isaac-albeniz-1860-7-estudios-en-los-tonos-naturales-mayores-op-65-b11-4","7 Estudios en los tonos naturales mayores, op. 65, B.11","7 Estudios en los tonos naturales mayores, op. 65, B.11","Albéniz - 7 Estudios en los tonos naturales mayores, op. 65, B.11",false,false,openopus
"isaac-albeniz-1860-angustia-romanza-sin-palabras-5","Angustia: Romanza sin palabras","Angustia: Romanza sin palabras","Albéniz - Angustia: Romanza sin palabras",false,false,openopus
"isaac-albeniz-1860-arbola-pian-zortzico-6","Arbola-pian, zortzico","Arbola-pian, zortzico","Albéniz - Arbola-pian, zortzico",false,false,openopus
"isaac-albeniz-1860-asturias-for-guitar-7","Asturias, for guitar","Asturias, for guitar","Albéniz - Asturias, for guitar",false,false,openopus
"isaac-albeniz-1860-azulejos--8","Azulejos ","Azulejos ","Albéniz - Azulejos ",false,false,openopus
"isaac-albeniz-1860-balbina-valverde-polka-for-piano-9","Balbina Valverde, polka, for piano","Balbina Valverde, polka, for piano","Albéniz - Balbina Valverde, polka, for piano",false,false,openopus
"isaac-albeniz-1860-barcarole-catalane-in-d-flat-major-op-23-b2-primera-barcarolla-10","Barcarole Catalane in D flat major, op. 23, B.2, ""Primera barcarolla""","Barcarole Catalane in D flat major, op. 23, B.2, ""Primera barcarolla""","Albéniz - Barcarole Catalane in D flat major, op. 23, B.2, ""Primera barcarolla""",false,false,openopus
"isaac-albeniz-1860-berceuse-for-piano-t114-bis-11","Berceuse, for piano, T.114 bis","Berceuse, for piano, T.114 bis","Albéniz - Berceuse, for piano, T.114 bis",false,false,openopus
"isaac-albeniz-1860-cadix-gaditana-for-piano-12","Cadix-gaditana, for piano","Cadix-gaditana, for piano","Albéniz - Cadix-gaditana, for piano",false,false,openopus
"isaac-albeniz-1860-cantos-de-espana-op-232-13","Cantos de España, op. 232","Cantos de España, op. 232","Albéniz - Cantos de España, op. 232",false,true,openopus
"isaac-albeniz-1860-castilla-for-two-guitars-14","Castilla, for two guitars","Castilla, for two guitars","Albéniz - Castilla, for two guitars",false,false,openopus
"isaac-albeniz-1860-champagne-vals-for-piano-15","Champagne, vals, for piano","Champagne, vals, for piano","Albéniz - Champagne, vals, for piano",false,false,openopus
"isaac-albeniz-1860-chant-damour-op-202-16","Chant d'amour, op. 202","Chant d'amour, op. 202","Albéniz - Chant d'amour, op. 202",false,false,openopus
"isaac-albeniz-1860-deseo-estudio-de-concierto-op-40-17","Deseo, estudio de concierto, op. 40","Deseo, estudio de concierto, op. 40","Albéniz - Deseo, estudio de concierto, op. 40",false,false,openopus
"isaac-albeniz-1860-diva-sin-par-mazurka-for-piano-18","Diva sin par, mazurka for piano","Diva sin par, mazurka for piano","Albéniz - Diva sin par, mazurka for piano",false,false,openopus
"isaac-albeniz-1860-espana-b45-19","España, B.45","España, B.45","Albéniz - España, B.45",false,false,openopus
"isaac-albeniz-1860-espana-6-hojas-de-album-op-165-b37-20","España: 6 hojas de album, op. 165, B.37","España: 6 hojas de album, op. 165, B.37","Albéniz - España: 6 hojas de album, op. 165, B.37",false,false,openopus
"isaac-albeniz-1860-estudio-impromptu-for-piano-op-56-21","Estudio impromptu, for piano, op. 56","Estudio impromptu, for piano, op. 56","Albéniz - Estudio impromptu, for piano, op. 56",false,false,openopus
"isaac-albeniz-1860-excerpts-from-suite-espanola-22","Excerpts from Suite Española","Excerpts from Suite Española","Albéniz - Excerpts from Suite Española",false,false,openopus
"isaac-albeniz-1860-iberia-suite-b47-books-1-4-23","Iberia Suite, B.47 Books 1-4","Iberia Suite, B.47 Books 1-4","Albéniz - Iberia Suite, B.47 Books 1-4",true,true,openopus
"isaac-albeniz-1860-iberia-suite-for-orchestra--24","Iberia Suite, for orchestra ","Iberia Suite, for orchestra ","Albéniz - Iberia Suite, for orchestra ",false,false,openopus
"isaac-albeniz-1860-improvisation-i-25","Improvisation I","Improvisation I","Albéniz - Improvisation I",false,false,openopus
"isaac-albeniz-1860-lautomne-valse-op-170-26","L'Automne-Valse, op. 170","L'Automne-Valse, op. 170","Albéniz - L'Automne-Valse, op. 170",false,false,openopus
"isaac-albeniz-1860-les-saisons-for-piano-op-201-27","Les saisons, for piano, op. 201","Les saisons, for piano, op. 201","Albéniz - Les saisons, for piano, op. 201",false,false,openopus
"isaac-albeniz-1860-mallorca-op-202-28","Mallorca, op. 202","Mallorca, op. 202","Albéniz - Mallorca, op. 202",false,false,openopus
"isaac-albeniz-1860-marcha-militar-29","Marcha militar","Marcha militar","Albéniz - Marcha militar",false,false,openopus
"isaac-albeniz-1860-mazurka-de-salon-in-d-minor-op-96-b312-ricordatti-30","Mazurka de salon in D minor, op. 96, B.31/2, ""Ricordatti""","Mazurka de salon in D minor, op. 96, B.31/2, ""Ricordatti""","Albéniz - Mazurka de salon in D minor, op. 96, B.31/2, ""Ricordatti""",false,false,openopus
"isaac-albeniz-1860-mazurka-de-salon-in-e-flat-major-op-95-b311-amalia-31","Mazurka de salon in E flat major, op. 95, B.31/1, ""Amalia""","Mazurka de salon in E flat major, op. 95, B.31/1, ""Amalia""","Albéniz - Mazurka de salon in E flat major, op. 95, B.31/1, ""Amalia""",false,false,openopus
"isaac-albeniz-1860-mazurka-de-salon-t81-32","Mazurka de salon, T.81","Mazurka de salon, T.81","Albéniz - Mazurka de salon, T.81",false,false,openopus
"isaac-albeniz-1860-merlin-33","Merlin","Merlin","Albéniz - Merlin, Opera",false,false,openopus
"isaac-albeniz-1860-pavana-facil-para-manos-pequenas-for-piano-in-c-minor-op-83-b28-34","Pavana fácil para manos pequeñas, for piano in C minor, op. 83, B.28","Pavana fácil para manos pequeñas, for piano in C minor, op. 83, B.28","Albéniz - Pavana fácil para manos pequeñas, for piano in C minor, op. 83, B.28",false,false,openopus
"isaac-albeniz-1860-pavanna-capricho-op-12-35","Pavanna capricho, op. 12","Pavanna capricho, op. 12","Albéniz - Pavanna capricho, op. 12",false,false,openopus
"isaac-albeniz-1860-pepita-jimenez--36","Pepita Jiménez ","Pepita Jiménez ","Albéniz - Pepita Jiménez ",false,false,openopus
"isaac-albeniz-1860-piano-concerto-in-a-minor-op-78-concierto-fantastico-37","Piano Concerto in A minor, op. 78, ""Concierto fantastico""","Piano Concerto in A minor, op. 78, ""Concierto fantastico""","Albéniz - Piano Concerto in A minor, op. 78, ""Concierto fantastico""",false,false,openopus
"isaac-albeniz-1860-piano-sonata-no-4-in-a-major-op-72-b20-38","Piano Sonata no. 4 in A major, op. 72, B.20","Piano Sonata no. 4 in A major, op. 72, B.20","Albéniz - Piano Sonata no. 4 in A major, op. 72, B.20",false,false,openopus
"isaac-albeniz-1860-rapsodia-espanola-for-piano-and-orchestra-op-70--39","Rapsodia española, for piano and orchestra, op. 70 ","Rapsodia española, for piano and orchestra, op. 70 ","Albéniz - Rapsodia española, for piano and orchestra, op. 70 ",false,false,openopus
"isaac-albeniz-1860-recuerdos-de-viaje-op-71-40","Recuerdos de viaje, op. 71","Recuerdos de viaje, op. 71","Albéniz - Recuerdos de viaje, op. 71",false,false,openopus
"isaac-albeniz-1860-recuerdos-mazurka-for-piano-op-80-41","Recuerdos, mazurka for piano, op. 80","Recuerdos, mazurka for piano, op. 80","Albéniz - Recuerdos, mazurka for piano, op. 80",false,false,openopus
"isaac-albeniz-1860-reves-for-piano-op-101-42","Reves, for piano, op. 101","Reves, for piano, op. 101","Albéniz - Reves, for piano, op. 101",false,false,openopus
"isaac-albeniz-1860-rhapsodia-cubana-op-66-b13-43","Rhapsodia cubana, op. 66, B.13","Rhapsodia cubana, op. 66, B.13","Albéniz - Rhapsodia cubana, op. 66, B.13",false,false,openopus
"isaac-albeniz-1860-rumores-de-la-caleta-for-guitar-44","Rumores de la caleta, for guitar","Rumores de la caleta, for guitar","Albéniz - Rumores de la caleta, for guitar",false,false,openopus
"isaac-albeniz-1860-serenata-arabe-in-a-minor-b5-45","Serenata árabe in A minor, B.5","Serenata árabe in A minor, B.5","Albéniz - Serenata árabe in A minor, B.5",false,false,openopus
"isaac-albeniz-1860-serenata-arabe-for-piano-46","Serenata arabe, for piano","Serenata arabe, for piano","Albéniz - Serenata arabe, for piano",false,false,openopus
"isaac-albeniz-1860-serenata-espanola-in-d-flat-major-op-181-b39-47","Serenata española in D flat major, op. 181, B.39","Serenata española in D flat major, op. 181, B.39","Albéniz - Serenata española in D flat major, op. 181, B.39",false,false,openopus
"isaac-albeniz-1860-sonata-no-3-in-a-major-op68-48","Sonata no. 3 in A major, op.68","Sonata no. 3 in A major, op.68","Albéniz - Sonata no. 3 in A major, op.68",false,false,openopus
"isaac-albeniz-1860-sonata-no-5-in-g-flat-major-op-82-b27-49","Sonata no. 5 in G flat major, op. 82, B.27","Sonata no. 5 in G flat major, op. 82, B.27","Albéniz - Sonata no. 5 in G flat major, op. 82, B.27",false,false,openopus
"isaac-albeniz-1860-sous-le-palmier-tango-flamenco-in-e-flat-major-50","Sous le palmier, tango flamenco in E flat major","Sous le palmier, tango flamenco in E flat major","Albéniz - Sous le palmier, tango flamenco in E flat major",false,false,openopus
"isaac-albeniz-1860-suite-ancienne-op-54-51","Suite ancienne, op. 54","Suite ancienne, op. 54","Albéniz - Suite ancienne, op. 54",false,false,openopus
"isaac-albeniz-1860-suite-antigua-no-2-op-64-b10-52","Suite antigua no. 2, op. 64, B.10","Suite antigua no. 2, op. 64, B.10","Albéniz - Suite antigua no. 2, op. 64, B.10",false,false,openopus
"isaac-albeniz-1860-suite-antigua-no-3-b21-53","Suite antigua no. 3, B.21","Suite antigua no. 3, B.21","Albéniz - Suite antigua no. 3, B.21",false,false,openopus
"isaac-albeniz-1860-suite-espanola-no-1-op-47-b7-54","Suite española no. 1, op. 47, B.7","Suite española no. 1, op. 47, B.7","Albéniz - Suite española no. 1, op. 47, B.7",false,true,openopus
"isaac-albeniz-1860-suite-espanola-no-2-b32-55","Suite española no. 2, B.32","Suite española no. 2, B.32","Albéniz - Suite española no. 2, B.32",false,false,openopus
"isaac-albeniz-1860-yvonne-en-visite-56","Yvonne en visite","Yvonne en visite","Albéniz - Yvonne en visite",false,false,openopus
"isaac-albeniz-1860-zambra-granadina--in-d-minor-b42-57","Zambra granadina  in D minor, B.42","Zambra granadina  in D minor, B.42","Albéniz - Zambra granadina  in D minor, B.42",false,false,openopus
"tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-a-major-op-10-no-5--0","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in A major, op. 10, no. 5 ","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in A major, op. 10, no. 5 ","Albinoni - 12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in A major, op. 10, no. 5 ",false,false,openopus
"tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-b-flat-major-op-10-no-1--1","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 10, no. 1 ","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 10, no. 1 ","Albinoni - 12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 10, no. 1 ",false,false,openopus
"tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-b-flat-major-op-10-no-12--2","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 10, no. 12 ","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 10, no. 12 ","Albinoni - 12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 10, no. 12 ",false,false,openopus
"tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-c-major-op-10-no-3--3","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in C major, op. 10, no. 3 ","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in C major, op. 10, no. 3 ","Albinoni - 12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in C major, op. 10, no. 3 ",false,false,openopus
"tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-c-minor-op-10-no-11--4","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in C minor, op. 10, no. 11 ","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in C minor, op. 10, no. 11 ","Albinoni - 12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in C minor, op. 10, no. 11 ",false,false,openopus
"tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-f-major-op-10-no-7--5","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in F major, op. 10, no. 7 ","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in F major, op. 10, no. 7 ","Albinoni - 12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in F major, op. 10, no. 7 ",false,false,openopus
"tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-g-minor-op-10-no-2--6","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in G minor, op. 10, no. 2 ","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in G minor, op. 10, no. 2 ","Albinoni - 12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in G minor, op. 10, no. 2 ",false,false,openopus
"tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-g-minor-op-10-no-8--7","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in G minor, op. 10, no. 8 ","12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in G minor, op. 10, no. 8 ","Albinoni - 12 Concerti a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in G minor, op. 10, no. 8 ",false,false,openopus
"tomaso-albinoni-1671-adagio-in-g-minor-for-harp-8","Adagio in G minor, for harp","Adagio in G minor, for harp","Albinoni - Adagio in G minor, for harp",false,false,openopus
"tomaso-albinoni-1671-adagio-for-violin-strings-and-organ-in-g-minor-t-mi-26--9","Adagio, for violin, strings and organ in G minor, T. Mi 26 ","Adagio, for violin, strings and organ in G minor, T. Mi 26 ","Albinoni - Adagio, for violin, strings and organ in G minor, T. Mi 26 ",true,false,openopus
"tomaso-albinoni-1671-astarto--10","Astarto ","Astarto ","Albinoni - Astarto ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-5-in-d-minor-op-9-no-2-for-oboe-strings-and-continuo-11","Concerto a 5 in D minor, op. 9, no. 2 for Oboe, Strings, and Continuo","Concerto a 5 in D minor, op. 9, no. 2 for Oboe, Strings, and Continuo","Albinoni - Concerto a 5 in D minor, op. 9, no. 2 for Oboe, Strings, and Continuo",false,false,openopus
"tomaso-albinoni-1671-concerto-a-6-in-c-for-trumpet-oboes-and-bassoon-12","Concerto à 6 in C for Trumpet, Oboes and Bassoon","Concerto à 6 in C for Trumpet, Oboes and Bassoon","Albinoni - Concerto à 6 in C for Trumpet, Oboes and Bassoon",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-a-major-op-7-no-7--13","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in A major, op. 7, no. 7 ","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in A major, op. 7, no. 7 ","Albinoni - Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in A major, op. 7, no. 7 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-b-flat-major-op-7-no-10--14","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 7, no. 10, ","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 7, no. 10, ","Albinoni - Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 7, no. 10, ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-2--15","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in C major, op. 7, no. 2 ","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in C major, op. 7, no. 2 ","Albinoni - Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in C major, op. 7, no. 2 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-5--16","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in C major, op. 7, no. 5 ","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in C major, op. 7, no. 5 ","Albinoni - Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in C major, op. 7, no. 5 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-1--17","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in D major, op. 7, no. 1 ","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in D major, op. 7, no. 1 ","Albinoni - Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in D major, op. 7, no. 1 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-8--18","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in D major, op. 7, no. 8 ","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in D major, op. 7, no. 8 ","Albinoni - Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in D major, op. 7, no. 8 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-9-no-12--19","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in D major, op. 9, no. 12 ","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in D major, op. 9, no. 12 ","Albinoni - Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in D major, op. 9, no. 12 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-f-major-op-9-no-3--20","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in F major, op. 9, no. 3 ","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in F major, op. 9, no. 3 ","Albinoni - Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in F major, op. 9, no. 3 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-g-major-op-9-no-6--21","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in G major, op. 9, no. 6 ","Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in G major, op. 9, no. 6 ","Albinoni - Concerto a cinque for 2 Oboes, 2 Violins, Viola, Cello, and Continuo in G major, op. 9, no. 6 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-violin-viola-cello-and-continuo-in-c-major-op-9-no-9--22","Concerto a cinque for 2 Oboes, Violin, Viola, Cello, and Continuo in C major, op. 9, no. 9 ","Concerto a cinque for 2 Oboes, Violin, Viola, Cello, and Continuo in C major, op. 9, no. 9 ","Albinoni - Concerto a cinque for 2 Oboes, Violin, Viola, Cello, and Continuo in C major, op. 9, no. 9 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-solo-violins-violin-viola-cello-and-continuo-in-b-flat-major-op-9-no-1--23","Concerto a cinque for 2 Solo Violins, Violin, Viola, Cello, and Continuo in B flat major, op. 9, no. 1, ","Concerto a cinque for 2 Solo Violins, Violin, Viola, Cello, and Continuo in B flat major, op. 9, no. 1, ","Albinoni - Concerto a cinque for 2 Solo Violins, Violin, Viola, Cello, and Continuo in B flat major, op. 9, no. 1, ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-2-violins-viola-cello-and-continuo-in-g-major-op-7-no-4--24","Concerto a cinque for 2 Violins, Viola, Cello, and Continuo in G major, op. 7, no. 4 ","Concerto a cinque for 2 Violins, Viola, Cello, and Continuo in G major, op. 7, no. 4 ","Albinoni - Concerto a cinque for 2 Violins, Viola, Cello, and Continuo in G major, op. 7, no. 4 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-b-flat-major-op-7-no-3--25","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 7, no. 3, ","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 7, no. 3, ","Albinoni - Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 7, no. 3, ",false,false,openopus
