id,name,title,description,popular,recommended,primarySource
"edward-elgar-1857-serenade-lyrique-for-small-orchestra-127","Sérénade lyrique, for small orchestra","Sérénade lyrique, for small orchestra","Elgar - Sérénade lyrique, for small orchestra",false,false,openopus
"edward-elgar-1857-severn-suite-for-brass-band-op-87-128","Severn Suite, for brass band, op. 87","Severn Suite, for brass band, op. 87","Elgar - Severn Suite, for brass band, op. 87",false,false,openopus
"edward-elgar-1857-sevillana-piano-or-military-band-op-7-129","Sevillana, piano, or military band, op. 7","Sevillana, piano, or military band, op. 7","Elgar - Sevillana, piano, or military band, op. 7",false,false,openopus
"edward-elgar-1857-skizze-130","Skizze","Skizze","Elgar - Skizze",false,false,openopus
"edward-elgar-1857-soliloquy-for-oboe-and-piano-131","Soliloquy, for oboe and piano","Soliloquy, for oboe and piano","Elgar - Soliloquy, for oboe and piano",false,false,openopus
"edward-elgar-1857-song-cycle-for-voice-and-orchestra-op-59--132","Song Cycle, for voice and orchestra, op. 59 ","Song Cycle, for voice and orchestra, op. 59 ","Elgar - Song Cycle, for voice and orchestra, op. 59 ",false,false,openopus
"edward-elgar-1857-sospiri-for-strings-harp-and-organ-op-70-133","Sospiri, for strings, harp, and organ, op. 70","Sospiri, for strings, harp, and organ, op. 70","Elgar - Sospiri, for strings, harp, and organ, op. 70",false,false,openopus
"edward-elgar-1857-string-quartet-in-e-minor-op-83-134","String Quartet in E minor, op. 83","String Quartet in E minor, op. 83","Elgar - String Quartet in E minor, op. 83",false,false,openopus
"edward-elgar-1857-sursum-corda-for-brass-organ-strings-and-2-timpani-in-b-flat-major-op-11-135","Sursum Corda, for brass, organ, strings and 2 timpani in B flat major, op. 11","Sursum Corda, for brass, organ, strings and 2 timpani in B flat major, op. 11","Elgar - Sursum Corda, for brass, organ, strings and 2 timpani in B flat major, op. 11",false,false,openopus
"edward-elgar-1857-symphony-no-1-in-a-flat-major-op-55-136","Symphony no. 1 in A flat major, op. 55","Symphony no. 1 in A flat major, op. 55","Elgar - Symphony no. 1 in A flat major, op. 55",false,true,openopus
"edward-elgar-1857-symphony-no-2-in-e-flat-major-op-63-137","Symphony no. 2 in E flat major, op. 63","Symphony no. 2 in E flat major, op. 63","Elgar - Symphony no. 2 in E flat major, op. 63",false,false,openopus
"edward-elgar-1857-symphony-no-3-138","Symphony no. 3","Symphony no. 3","Elgar - Symphony no. 3, Completed by Anthony Payne",false,false,openopus
"edward-elgar-1857-tantum-ergo-for-chorus-and-organ-139","Tantum Ergo, for chorus and organ","Tantum Ergo, for chorus and organ","Elgar - Tantum Ergo, for chorus and organ",false,false,openopus
"edward-elgar-1857-te-deum-and-benedictus-for-chorus-orchestra-and-organ-op-34-140","Te Deum and Benedictus, for chorus, orchestra and organ, op. 34","Te Deum and Benedictus, for chorus, orchestra and organ, op. 34","Elgar - Te Deum and Benedictus, for chorus, orchestra and organ, op. 34",false,false,openopus
"edward-elgar-1857-the-apostles-op-49-141","The Apostles, op. 49","The Apostles, op. 49","Elgar - The Apostles, op. 49, Oratorio",false,false,openopus
"edward-elgar-1857-the-black-knight-op-25-142","The Black Knight, op. 25","The Black Knight, op. 25","Elgar - The Black Knight, op. 25, Cantata",false,false,openopus
"edward-elgar-1857-the-british-empire-march-143","The British Empire March","The British Empire March","Elgar - The British Empire March",false,false,openopus
"edward-elgar-1857-the-crown-of-india-144","The Crown of India","The Crown of India","Elgar - The Crown of India",false,false,openopus
"edward-elgar-1857-the-crown-of-india-imperial-masque-for-alto-bass-chorus-and-orchestra-op-66-145","The Crown of India, imperial masque for alto, bass, chorus and orchestra, op. 66","The Crown of India, imperial masque for alto, bass, chorus and orchestra, op. 66","Elgar - The Crown of India, imperial masque for alto, bass, chorus and orchestra, op. 66",false,false,openopus
"edward-elgar-1857-the-crown-of-india-imperial-masque-in-2-tableaux-for-alto-bass-chorus-and-orchestra-op-66-146","The Crown of India, imperial masque in 2 tableaux for alto, bass, chorus and orchestra, op. 66","The Crown of India, imperial masque in 2 tableaux for alto, bass, chorus and orchestra, op. 66","Elgar - The Crown of India, imperial masque in 2 tableaux for alto, bass, chorus and orchestra, op. 66",false,false,openopus
"edward-elgar-1857-the-dream-of-gerontius-op-38-147","The Dream of Gerontius, op. 38","The Dream of Gerontius, op. 38","Elgar - The Dream of Gerontius, op. 38, Oratorio",false,true,openopus
"edward-elgar-1857-the-fringes-of-the-fleet-for-baritone-solo-3-baritones-and-orchestra-148","The Fringes of the Fleet, for baritone solo, 3 baritones and orchestra","The Fringes of the Fleet, for baritone solo, 3 baritones and orchestra","Elgar - The Fringes of the Fleet, for baritone solo, 3 baritones and orchestra",false,false,openopus
"edward-elgar-1857-the-kingdom-op-51-149","The Kingdom, op. 51","The Kingdom, op. 51","Elgar - The Kingdom, op. 51, Oratorio",false,false,openopus
"edward-elgar-1857-the-music-makers-ode-for-alto-chorus-organ-and-orchestra-op-69-150","The Music Makers, ode for alto, chorus, organ, and orchestra, op. 69","The Music Makers, ode for alto, chorus, organ, and orchestra, op. 69","Elgar - The Music Makers, ode for alto, chorus, organ, and orchestra, op. 69",false,false,openopus
"edward-elgar-1857-the-pipes-of-pan-151","The Pipes of Pan","The Pipes of Pan","Elgar - The Pipes of Pan",false,false,openopus
"edward-elgar-1857-the-poets-life-152","The Poet's Life","The Poet's Life","Elgar - The Poet's Life",false,false,openopus
"edward-elgar-1857-the-prince-of-sleep--153","The Prince of Sleep ","The Prince of Sleep ","Elgar - The Prince of Sleep ",false,false,openopus
"edward-elgar-1857-the-sanguine-fan-op-81-154","The Sanguine Fan, op. 81","The Sanguine Fan, op. 81","Elgar - The Sanguine Fan, op. 81, Ballet",false,false,openopus
"edward-elgar-1857-the-spanish-lady-for-string-orchestra-op-89-155","The Spanish Lady, for string orchestra, op. 89","The Spanish Lady, for string orchestra, op. 89","Elgar - The Spanish Lady, for string orchestra, op. 89",false,false,openopus
"edward-elgar-1857-the-spirit-of-england-3-songs-for-sopranotenor-chorus-and-orchestra-op-80-156","The Spirit of England, 3 songs for soprano/tenor, chorus and orchestra, op. 80","The Spirit of England, 3 songs for soprano/tenor, chorus and orchestra, op. 80","Elgar - The Spirit of England, 3 songs for soprano/tenor, chorus and orchestra, op. 80",false,false,openopus
"edward-elgar-1857-the-starlight-express-incidental-music-op-78-157","The Starlight Express, incidental music, op. 78","The Starlight Express, incidental music, op. 78","Elgar - The Starlight Express, incidental music, op. 78",false,false,openopus
"edward-elgar-1857-the-starlight-express-suite-from-the-incidental-music-158","The Starlight Express, suite from the incidental music","The Starlight Express, suite from the incidental music","Elgar - The Starlight Express, suite from the incidental music",false,false,openopus
"edward-elgar-1857-the-valentine-159","The Valentine","The Valentine","Elgar - The Valentine",false,false,openopus
"edward-elgar-1857-the-wanderer--160","The Wanderer ","The Wanderer ","Elgar - The Wanderer ",false,false,openopus
"edward-elgar-1857-the-wind-at-dawn-161","The Wind at Dawn","The Wind at Dawn","Elgar - The Wind at Dawn",false,false,openopus
"edward-elgar-1857-they-are-at-rest-anthem-for-chorus-162","They are at rest, anthem for chorus","They are at rest, anthem for chorus","Elgar - They are at rest, anthem for chorus",false,false,openopus
"edward-elgar-1857-to-her-beneath-whose-steadfast-star-for-chorus-163","To her, beneath whose steadfast star, for chorus","To her, beneath whose steadfast star, for chorus","Elgar - To her, beneath whose steadfast star, for chorus",false,false,openopus
"edward-elgar-1857-une-voix-dans-le-desert-for-reciter-and-orchestra-op-77-164","Une voix dans le désert, for reciter and orchestra, op. 77","Une voix dans le désert, for reciter and orchestra, op. 77","Elgar - Une voix dans le désert, for reciter and orchestra, op. 77",false,false,openopus
"edward-elgar-1857-very-easy-melodious-exercises-in-the-first-position-op-22-165","Very Easy Melodious Exercises in the First Position, op. 22","Very Easy Melodious Exercises in the First Position, op. 22","Elgar - Very Easy Melodious Exercises in the First Position, op. 22",false,false,openopus
"edward-elgar-1857-violin-concerto-in-b-minor-op-61-166","Violin Concerto in B minor, op. 61","Violin Concerto in B minor, op. 61","Elgar - Violin Concerto in B minor, op. 61",false,true,openopus
"edward-elgar-1857-violin-sonata-in-e-minor-op-82-167","Violin Sonata in E minor, op. 82","Violin Sonata in E minor, op. 82","Elgar - Violin Sonata in E minor, op. 82",false,false,openopus
"edward-elgar-1857-wand-of-youth-suite-no-1-op-1a-168","Wand of Youth, Suite no. 1, op. 1a","Wand of Youth, Suite no. 1, op. 1a","Elgar - Wand of Youth, Suite no. 1, op. 1a",false,false,openopus
"edward-elgar-1857-wand-of-youth-suite-no-2-op-1b-169","Wand of Youth, Suite no. 2, op. 1b","Wand of Youth, Suite no. 2, op. 1b","Elgar - Wand of Youth, Suite no. 2, op. 1b",false,false,openopus
"edward-elgar-1857-weary-wind-of-the-west-170","Weary Wind of the West","Weary Wind of the West","Elgar - Weary Wind of the West",false,false,openopus
"edward-elgar-1857-with-proud-thanksgiving-for-chorus-orchestra-and-organ-171","With Proud Thanksgiving, for chorus, orchestra, and organ","With Proud Thanksgiving, for chorus, orchestra, and organ","Elgar - With Proud Thanksgiving, for chorus, orchestra, and organ",false,false,openopus
"edward-elgar-1857-xtc-172","XTC","XTC","Elgar - XTC",false,false,openopus
"george-enescu-1881-7-chansons-de-clement-marot-for-voice-and-piano-op-15-0","7 Chansons de Clément Marot, for voice and piano, op. 15","7 Chansons de Clément Marot, for voice and piano, op. 15","Enescu - 7 Chansons de Clément Marot, for voice and piano, op. 15",false,false,openopus
"george-enescu-1881-airs-dans-le-genre-roumin-for-violin-1","Airs dans le genre roumin, for violin","Airs dans le genre roumin, for violin","Enescu - Airs dans le genre roumin, for violin",false,false,openopus
"george-enescu-1881-allegro-in-f-minor-for-cello-and-piano-2","Allegro in F minor, for cello and piano","Allegro in F minor, for cello and piano","Enescu - Allegro in F minor, for cello and piano",false,false,openopus
"george-enescu-1881-andante-malinconico-for-violin-and-piano-3","Andante malinconico, for violin and piano","Andante malinconico, for violin and piano","Enescu - Andante malinconico, for violin and piano",false,false,openopus
"george-enescu-1881-andante-religioso-for-2-cellos-and-organ-4","Andante religioso, for 2 cellos and organ","Andante religioso, for 2 cellos and organ","Enescu - Andante religioso, for 2 cellos and organ",false,false,openopus
"george-enescu-1881-aria-and-scherzino-for-violin-viola-cello-double-bass-and-piano-5","Aria and Scherzino, for violin, viola, cello, double bass and piano","Aria and Scherzino, for violin, viola, cello, double bass and piano","Enescu - Aria and Scherzino, for violin, viola, cello, double bass and piano",false,false,openopus
"george-enescu-1881-aubade-in-c-major-for-violin-viola-and-cello-6","Aubade in C major, for violin, viola and cello","Aubade in C major, for violin, viola and cello","Enescu - Aubade in C major, for violin, viola and cello",false,false,openopus
"george-enescu-1881-ballade-for-violin-and-orchestra-op-4a-7","Ballade, for violin and orchestra, op. 4a","Ballade, for violin and orchestra, op. 4a","Enescu - Ballade, for violin and orchestra, op. 4a",false,false,openopus
"george-enescu-1881-cantabile-and-presto-for-flute-and-piano-8","Cantabile and Presto, for flute and piano","Cantabile and Presto, for flute and piano","Enescu - Cantabile and Presto, for flute and piano",false,false,openopus
"george-enescu-1881-cello-sonata-no-1-in-f-minor-op-26-no-1-9","Cello Sonata no. 1 in F minor, op. 26, no. 1","Cello Sonata no. 1 in F minor, op. 26, no. 1","Enescu - Cello Sonata no. 1 in F minor, op. 26, no. 1",false,false,openopus
"george-enescu-1881-cello-sonata-no-2-in-c-major-op-26-no-2-10","Cello Sonata no. 2 in C major, op. 26, no. 2","Cello Sonata no. 2 in C major, op. 26, no. 2","Enescu - Cello Sonata no. 2 in C major, op. 26, no. 2",false,false,openopus
"george-enescu-1881-chamber-symphony-for-12-instruments-in-e-major-op-33-11","Chamber Symphony, for 12 instruments in E major, op. 33","Chamber Symphony, for 12 instruments in E major, op. 33","Enescu - Chamber Symphony, for 12 instruments in E major, op. 33",false,false,openopus
"george-enescu-1881-concert-overture-sur-des-themes-dans-le-caractee-populaire-roumain-in-a-major-op-32-12","Concert Overture 'sur des thèmes dans le caractèe populaire roumain,' in A major, op. 32","Concert Overture 'sur des thèmes dans le caractèe populaire roumain,' in A major, op. 32","Enescu - Concert Overture 'sur des thèmes dans le caractèe populaire roumain,' in A major, op. 32",false,false,openopus
"george-enescu-1881-concert-piece-for-viola-and-piano-13","Concert Piece, for viola and piano","Concert Piece, for viola and piano","Enescu - Concert Piece, for viola and piano",false,false,openopus
"george-enescu-1881-decet-for-2-flutes-oboe-english-horn-2-clarinets-2-bassoons-and-2-horns-in-d-major-op-14-14","Decet for 2 flutes, oboe, English horn, 2 clarinets, 2 bassoons and 2 horns in D major, op. 14","Decet for 2 flutes, oboe, English horn, 2 clarinets, 2 bassoons and 2 horns in D major, op. 14","Enescu - Decet for 2 flutes, oboe, English horn, 2 clarinets, 2 bassoons and 2 horns in D major, op. 14",false,true,openopus
"george-enescu-1881-hora-unirei-for-violin-and-piano-15","Hora Unirei, for violin and piano","Hora Unirei, for violin and piano","Enescu - Hora Unirei, for violin and piano",false,false,openopus
"george-enescu-1881-impressions-denfance-for-violin-and-piano-in-d-major-op-28-16","Impressions d'enfance, for violin and piano in D major, op. 28","Impressions d'enfance, for violin and piano in D major, op. 28","Enescu - Impressions d'enfance, for violin and piano in D major, op. 28",false,false,openopus
"george-enescu-1881-impromptu-concertant-for-violin-and-piano-in-g-flat-major-17","Impromptu concertant, for violin and piano in G flat major","Impromptu concertant, for violin and piano in G flat major","Enescu - Impromptu concertant, for violin and piano in G flat major",false,false,openopus
"george-enescu-1881-legende-for-trumpet-and-piano-18","Légende, for trumpet and piano","Légende, for trumpet and piano","Enescu - Légende, for trumpet and piano",false,false,openopus
"george-enescu-1881-legende-for-violin-and-piano-19","Légende, for violin and piano","Légende, for violin and piano","Enescu - Légende, for violin and piano",false,false,openopus
"george-enescu-1881-nocturne-et-saltarello-for-cello-and-piano-20","Nocturne et Saltarello, for cello and piano","Nocturne et Saltarello, for cello and piano","Enescu - Nocturne et Saltarello, for cello and piano",false,false,openopus
"george-enescu-1881-nocturne-in-d-flat-major-21","Nocturne in D flat major","Nocturne in D flat major","Enescu - Nocturne in D flat major",false,false,openopus
"george-enescu-1881-nocturne-for-violin-viola-cello-and-piano-villa-davrayen-22","Nocturne, for violin, viola, cello and piano, ""Villa d'avrayen""","Nocturne, for violin, viola, cello and piano, ""Villa d'avrayen""","Enescu - Nocturne, for violin, viola, cello and piano, ""Villa d'avrayen""",false,false,openopus
"george-enescu-1881-oedipe-op-23-23","Oedipe, op. 23","Oedipe, op. 23","Enescu - Oedipe, op. 23, Opera",false,false,openopus
"george-enescu-1881-pastorale-menuet-triste-et-nocturne-for-violin-and-piano-4-hands-24","Pastorale, Menuet Triste et Nocturne, for violin and piano 4 hands","Pastorale, Menuet Triste et Nocturne, for violin and piano 4 hands","Enescu - Pastorale, Menuet Triste et Nocturne, for violin and piano 4 hands",false,false,openopus
"george-enescu-1881-piano-quartet-no-1-in-d-major-op-16-25","Piano Quartet no. 1 in D major, op. 16","Piano Quartet no. 1 in D major, op. 16","Enescu - Piano Quartet no. 1 in D major, op. 16",false,false,openopus
"george-enescu-1881-piano-quartet-no-2-in-d-minor-op-30-26","Piano Quartet no. 2 in D minor, op. 30","Piano Quartet no. 2 in D minor, op. 30","Enescu - Piano Quartet no. 2 in D minor, op. 30",false,false,openopus
"george-enescu-1881-piano-quintet-in-a-minor-op-29-27","Piano Quintet in A minor, op. 29","Piano Quintet in A minor, op. 29","Enescu - Piano Quintet in A minor, op. 29",false,false,openopus
"george-enescu-1881-piano-sonata-no-1-in-f-sharp-minor-op-24-28","Piano Sonata no. 1 in F sharp minor, op. 24","Piano Sonata no. 1 in F sharp minor, op. 24","Enescu - Piano Sonata no. 1 in F sharp minor, op. 24",false,false,openopus
"george-enescu-1881-piano-sonata-no-3-in-d-major-op-24-29","Piano Sonata no. 3 in D major, op. 24","Piano Sonata no. 3 in D major, op. 24","Enescu - Piano Sonata no. 3 in D major, op. 24",false,false,openopus
"george-enescu-1881-piano-trio-in-a-minor-30","Piano Trio in A minor","Piano Trio in A minor","Enescu - Piano Trio in A minor",false,false,openopus
"george-enescu-1881-piece-for-piano-hommage-a-gabriel-faure-31","Piece for Piano, ""Hommage à Gabriel Fauré""","Piece for Piano, ""Hommage à Gabriel Fauré""","Enescu - Piece for Piano, ""Hommage à Gabriel Fauré""",false,false,openopus
"george-enescu-1881-poeme-roumain-for-orchestra-and-wordless-chorus-op-1-32","Poème Roumain, for orchestra and wordless chorus, op. 1","Poème Roumain, for orchestra and wordless chorus, op. 1","Enescu - Poème Roumain, for orchestra and wordless chorus, op. 1",false,true,openopus
"george-enescu-1881-prelude-and-fugue-33","Prelude and Fugue","Prelude and Fugue","Enescu - Prelude and Fugue",false,false,openopus
"george-enescu-1881-prelude-and-gavotte-for-violin-cello-and-2-pianos-34","Prelude and Gavotte, for violin, cello and 2 pianos","Prelude and Gavotte, for violin, cello and 2 pianos","Enescu - Prelude and Gavotte, for violin, cello and 2 pianos",false,false,openopus
"george-enescu-1881-sarabande-for-violin-35","Sarabande, for violin","Sarabande, for violin","Enescu - Sarabande, for violin",false,false,openopus
"george-enescu-1881-scherzo-36","Scherzo","Scherzo","Enescu - Scherzo",false,false,openopus
"george-enescu-1881-serenade-en-sourdine-in-e-minor-for-violin-cello-and-piano-37","Sérénade en sourdine in E minor, for violin, cello and piano","Sérénade en sourdine in E minor, for violin, cello and piano","Enescu - Sérénade en sourdine in E minor, for violin, cello and piano",false,false,openopus
"george-enescu-1881-serenade-lointaine-for-violin-cello-and-piano-38","Sérénade lointaine, for violin, cello and piano","Sérénade lointaine, for violin, cello and piano","Enescu - Sérénade lointaine, for violin, cello and piano",false,false,openopus
"george-enescu-1881-sonata-torso-for-violin-and-piano--39","Sonata Torso, for violin and piano ","Sonata Torso, for violin and piano ","Enescu - Sonata Torso, for violin and piano ",false,false,openopus
"george-enescu-1881-string-octet-in-c-major-op-7-40","String Octet in C major, op. 7","String Octet in C major, op. 7","Enescu - String Octet in C major, op. 7",false,false,openopus
"george-enescu-1881-string-quartet-no-1-in-e-flat-major-op-22-no-1-41","String Quartet no. 1 in E flat major, op. 22, no. 1","String Quartet no. 1 in E flat major, op. 22, no. 1","Enescu - String Quartet no. 1 in E flat major, op. 22, no. 1",false,false,openopus
"george-enescu-1881-string-quartet-no-2-in-g-major-op-22-no-2-42","String Quartet no. 2 in G major, op. 22, no. 2","String Quartet no. 2 in G major, op. 22, no. 2","Enescu - String Quartet no. 2 in G major, op. 22, no. 2",false,false,openopus
"george-enescu-1881-suite-chatelaine-43","Suite Châtelaine","Suite Châtelaine","Enescu - Suite Châtelaine",false,false,openopus
"george-enescu-1881-suite-no-1-in-c-major-op-9-44","Suite no. 1 in C major, op. 9","Suite no. 1 in C major, op. 9","Enescu - Suite no. 1 in C major, op. 9",false,false,openopus
"george-enescu-1881-suite-no-1-in-g-minor-op-3-dans-le-style-ancien-45","Suite no. 1 in G minor, op. 3, ""Dans le style ancien""","Suite no. 1 in G minor, op. 3, ""Dans le style ancien""","Enescu - Suite no. 1 in G minor, op. 3, ""Dans le style ancien""",false,false,openopus
"george-enescu-1881-suite-no-2-in-c-major-op-20-46","Suite no. 2 in C major, op. 20","Suite no. 2 in C major, op. 20","Enescu - Suite no. 2 in C major, op. 20",false,false,openopus
"george-enescu-1881-suite-no-2-in-d-major-op-10-47","Suite no. 2 in D major, op. 10","Suite no. 2 in D major, op. 10","Enescu - Suite no. 2 in D major, op. 10",false,false,openopus
"george-enescu-1881-suite-no-3-in-d-op-27-villageoise-48","Suite no. 3 in D, op. 27, ""Villageoise""","Suite no. 3 in D, op. 27, ""Villageoise""","Enescu - Suite no. 3 in D, op. 27, ""Villageoise""",false,false,openopus
"george-enescu-1881-suite-no-3-op-18-pieces-impromptues-49","Suite no. 3, op. 18, ""Pièces impromptues""","Suite no. 3, op. 18, ""Pièces impromptues""","Enescu - Suite no. 3, op. 18, ""Pièces impromptues""",false,false,openopus
"george-enescu-1881-symphonie-concertante-for-cello-and-orchestra-in-b-minor-op-8-50","Symphonie Concertante, for cello and orchestra in B minor, op. 8","Symphonie Concertante, for cello and orchestra in B minor, op. 8","Enescu - Symphonie Concertante, for cello and orchestra in B minor, op. 8",false,false,openopus
"george-enescu-1881-symphony-no-1-in-e-flat-major-op-13-51","Symphony no. 1 in E flat major, op. 13","Symphony no. 1 in E flat major, op. 13","Enescu - Symphony no. 1 in E flat major, op. 13",false,false,openopus
"george-enescu-1881-symphony-no-2-in-a-major-op-17-52","Symphony no. 2 in A major, op. 17","Symphony no. 2 in A major, op. 17","Enescu - Symphony no. 2 in A major, op. 17",false,false,openopus
"george-enescu-1881-symphony-no-3-for-piano-chorus-and-orchestra-in-c-major-op-21-53","Symphony no. 3 for piano, chorus and orchestra in C major, op. 21","Symphony no. 3 for piano, chorus and orchestra in C major, op. 21","Enescu - Symphony no. 3 for piano, chorus and orchestra in C major, op. 21",false,false,openopus
"george-enescu-1881-tarantella-for-violin-and-piano-54","Tarantella, for violin and piano","Tarantella, for violin and piano","Enescu - Tarantella, for violin and piano",false,false,openopus
"george-enescu-1881-trio-for-violin-cello-and-piano-in-a-minor-55","Trio for violin, cello and piano in A minor","Trio for violin, cello and piano in A minor","Enescu - Trio for violin, cello and piano in A minor",false,false,openopus
"george-enescu-1881-trio-for-violin-cello-and-piano-in-g-minor-56","Trio for violin, cello and piano in G minor","Trio for violin, cello and piano in G minor","Enescu - Trio for violin, cello and piano in G minor",false,false,openopus
"george-enescu-1881-violin-sonata-in-a-minor-57","Violin Sonata in A minor","Violin Sonata in A minor","Enescu - Violin Sonata in A minor",false,false,openopus
"george-enescu-1881-violin-sonata-no-1-in-d-major-op-2-58","Violin Sonata no. 1 in D major, op. 2","Violin Sonata no. 1 in D major, op. 2","Enescu - Violin Sonata no. 1 in D major, op. 2",false,false,openopus
"george-enescu-1881-violin-sonata-no-2-in-f-minor-op-6-59","Violin Sonata no. 2 in F minor, op. 6","Violin Sonata no. 2 in F minor, op. 6","Enescu - Violin Sonata no. 2 in F minor, op. 6",false,false,openopus
"george-enescu-1881-violin-sonata-no-3-in-a-minor-op-25-dans-le-caractere-populaire-roumain-60","Violin Sonata no. 3 in A minor, op. 25, ""Dans le caractere populaire roumain""","Violin Sonata no. 3 in A minor, op. 25, ""Dans le caractere populaire roumain""","Enescu - Violin Sonata no. 3 in A minor, op. 25, ""Dans le caractere populaire roumain""",false,true,openopus
"george-enescu-1881-voix-de-la-nature-61","Voix de la Nature","Voix de la Nature","Enescu - Voix de la Nature",false,false,openopus
"george-enescu-1881-vox-maris-symphonic-poem-for-soprano-tenor-chorus-and-orchestra-op-31-62","Vox Maris, symphonic poem for soprano, tenor, chorus and orchestra, op. 31","Vox Maris, symphonic poem for soprano, tenor, chorus and orchestra, op. 31","Enescu - Vox Maris, symphonic poem for soprano, tenor, chorus and orchestra, op. 31",false,false,openopus
"manuel-de-falla-1876-3-obras-desconocidas-g14-g21-g62-0","3 Obras desconocidas, G.14, G.21, G.62","3 Obras desconocidas, G.14, G.21, G.62","Falla - 3 Obras desconocidas, G.14, G.21, G.62",false,false,openopus
"manuel-de-falla-1876-4-spanish-pieces-g37-1","4 Spanish Pieces, G.37","4 Spanish Pieces, G.37","Falla - 4 Spanish Pieces, G.37",false,false,openopus
"manuel-de-falla-1876-7-popular-spanish-songs-g40-2","7 Popular Spanish Songs, G.40","7 Popular Spanish Songs, G.40","Falla - 7 Popular Spanish Songs, G.40, Song cycle",false,false,openopus
"manuel-de-falla-1876-allegro-de-concierto-g29-3","Allegro de concierto, G.29","Allegro de concierto, G.29","Falla - Allegro de concierto, G.29",false,false,openopus
"manuel-de-falla-1876-cancion-g14-4","Canción, G.14","Canción, G.14","Falla - Canción, G.14",false,false,openopus
"manuel-de-falla-1876-concerto-for-harpsichord-flute-oboe-clarinet-violin-and-cello-g71-5","Concerto for Harpsichord, Flute, Oboe, Clarinet, Violin, and Cello, G.71","Concerto for Harpsichord, Flute, Oboe, Clarinet, Violin, and Cello, G.71","Falla - Concerto for Harpsichord, Flute, Oboe, Clarinet, Violin, and Cello, G.71",false,true,openopus
"manuel-de-falla-1876-danza-espanola-for-orchestra--6","Danza Espanola, for orchestra ","Danza Espanola, for orchestra ","Falla - Danza Espanola, for orchestra ",false,false,openopus
"manuel-de-falla-1876-el-amor-brujo-7","El amor brujo","El amor brujo","Falla - El amor brujo, Ballet",true,true,openopus
"manuel-de-falla-1876-el-corregidor-y-la-molinera-8","El corregidor y la molinera","El corregidor y la molinera","Falla - El corregidor y la molinera, Ballet",false,false,openopus
"manuel-de-falla-1876-el-pan-de-ronda-g47-9","El pan de ronda, G.47","El pan de ronda, G.47","Falla - El pan de ronda, G.47, Song",false,false,openopus
"manuel-de-falla-1876-el-retablo-de-maese-pedro-10","El retablo de maese Pedro","El retablo de maese Pedro","Falla - El retablo de maese Pedro, Opera",false,false,openopus
"manuel-de-falla-1876-el-sombrero-de-tres-picos-11","El sombrero de tres picos","El sombrero de tres picos","Falla - El sombrero de tres picos, Ballet",false,true,openopus
"manuel-de-falla-1876-el-sombrero-de-tres-picos-suite-for-piano-12","El Sombrero de tres picos Suite for piano","El Sombrero de tres picos Suite for piano","Falla - El Sombrero de tres picos Suite for piano",false,false,openopus
"manuel-de-falla-1876-el-sombrero-de-tres-picos-suite-no-1-g58-13","El Sombrero de tres picos Suite no. 1, G.58","El Sombrero de tres picos Suite no. 1, G.58","Falla - El Sombrero de tres picos Suite no. 1, G.58",false,false,openopus
"manuel-de-falla-1876-el-sombrero-de-tres-picos-suite-no-2-g59-14","El Sombrero de tres picos Suite no. 2, G.59","El Sombrero de tres picos Suite no. 2, G.59","Falla - El Sombrero de tres picos Suite no. 2, G.59",false,false,openopus
"manuel-de-falla-1876-fantasia-baetica-g55--15","Fantasía baetica, G.55 ","Fantasía baetica, G.55 ","Falla - Fantasía baetica, G.55 ",false,false,openopus
"manuel-de-falla-1876-homenaje-pour-le-tombeau-de-claude-debussy-for-guitar-g56-16","Homenaje pour 'Le tombeau de Claude Debussy,' for guitar, G.56","Homenaje pour 'Le tombeau de Claude Debussy,' for guitar, G.56","Falla - Homenaje pour 'Le tombeau de Claude Debussy,' for guitar, G.56",false,false,openopus
"manuel-de-falla-1876-homenajes--17","Homenajes ","Homenajes ","Falla - Homenajes ",false,false,openopus
"manuel-de-falla-1876-i-hate-you-then-i-love-you-18","I Hate You Then I Love You","I Hate You Then I Love You","Falla - I Hate You Then I Love You, Song",false,false,openopus
"manuel-de-falla-1876-la-vida-breve-19","La vida breve","La vida breve","Falla - La vida breve, Opera",false,true,openopus
"manuel-de-falla-1876-mazurka-in-c-minor-g11-20","Mazurka in C minor, G.11","Mazurka in C minor, G.11","Falla - Mazurka in C minor, G.11",false,false,openopus
"manuel-de-falla-1876-noches-en-los-jardines-de-espana-for-piano-and-orchestra-g49-21","Noches en los jardines de España, for piano and orchestra, G.49","Noches en los jardines de España, for piano and orchestra, G.49","Falla - Noches en los jardines de España, for piano and orchestra, G.49",false,true,openopus
"manuel-de-falla-1876-nocturno-g3-22","Nocturno, G.3","Nocturno, G.3","Falla - Nocturno, G.3",false,false,openopus
"manuel-de-falla-1876-oracion-de-las-madres-g42-23","Oracion de las madres, G.42","Oracion de las madres, G.42","Falla - Oracion de las madres, G.42, Song",false,false,openopus
"manuel-de-falla-1876-pour-le-tombeau-de-paul-dukas-g83--24","Pour le tombeau de Paul Dukas, G.83 ","Pour le tombeau de Paul Dukas, G.83 ","Falla - Pour le tombeau de Paul Dukas, G.83 ",false,false,openopus
"manuel-de-falla-1876-preludios-g16-25","Preludios, G.16","Preludios, G.16","Falla - Preludios, G.16, Song",false,false,openopus
