work_id,scored_for_type,scored_for_id,is_featured,status
john-adams-1947-chamber-symphony-1,ensemble,symphony-orchestra,false,pending
john-adams-1947-doctor-atomic-symphony-4,ensemble,symphony-orchestra,false,pending
john-adams-1947-grand-pianola-music-6,instrument,piano,false,pending
john-adams-1947-string-quartet-20,ensemble,string-quartet,false,pending
john-adams-1947-violin-concerto-25,ensemble,symphony-orchestra,false,pending
john-adams-1947-violin-concerto-25,instrument,violin,false,pending
john-adams-1947-violin-concerto-25,instrument,violin,true,pending
thomas-ades-1971-chamber-symphony-op-2-1,ensemble,symphony-orchestra,false,pending
thomas-ades-1971-concerto-for-piano-and-orchestra-2,ensemble,symphony-orchestra,false,pending
thomas-ades-1971-concerto-for-piano-and-orchestra-2,instrument,piano,false,pending
thomas-ades-1971-concerto-for-piano-and-orchestra-2,instrument,piano,true,pending
thomas-ades-1971-violin-concerto-concentric-paths-11,ensemble,symphony-orchestra,false,pending
thomas-ades-1971-violin-concerto-concentric-paths-11,instrument,violin,false,pending
thomas-ades-1971-violin-concerto-concentric-paths-11,instrument,violin,true,pending
isaac-albeniz-1860-6-mazurkas-de-salon-for-piano-op-66-b12-2,instrument,piano,false,pending
isaac-albeniz-1860-asturias-for-guitar-7,instrument,guitar,false,pending
isaac-albeniz-1860-balbina-valverde-polka-for-piano-9,instrument,piano,false,pending
isaac-albeniz-1860-berceuse-for-piano-t114-bis-11,instrument,piano,false,pending
isaac-albeniz-1860-cadix-gaditana-for-piano-12,instrument,piano,false,pending
isaac-albeniz-1860-castilla-for-two-guitars-14,instrument,guitar,false,pending
isaac-albeniz-1860-champagne-vals-for-piano-15,instrument,piano,false,pending
isaac-albeniz-1860-diva-sin-par-mazurka-for-piano-18,instrument,piano,false,pending
isaac-albeniz-1860-estudio-impromptu-for-piano-op-56-21,instrument,piano,false,pending
isaac-albeniz-1860-les-saisons-for-piano-op-201-27,instrument,piano,false,pending
isaac-albeniz-1860-pavana-facil-para-manos-pequenas-for-piano-in-c-minor-op-83-b28-34,instrument,piano,false,pending
isaac-albeniz-1860-piano-concerto-in-a-minor-op-78-concierto-fantastico-37,ensemble,symphony-orchestra,false,pending
isaac-albeniz-1860-piano-concerto-in-a-minor-op-78-concierto-fantastico-37,instrument,piano,false,pending
isaac-albeniz-1860-piano-concerto-in-a-minor-op-78-concierto-fantastico-37,instrument,piano,true,pending
isaac-albeniz-1860-piano-sonata-no-4-in-a-major-op-72-b20-38,instrument,piano,false,pending
isaac-albeniz-1860-rapsodia-espanola-for-piano-and-orchestra-op-70--39,instrument,piano,false,pending
isaac-albeniz-1860-recuerdos-mazurka-for-piano-op-80-41,instrument,piano,false,pending
isaac-albeniz-1860-reves-for-piano-op-101-42,instrument,piano,false,pending
isaac-albeniz-1860-rumores-de-la-caleta-for-guitar-44,instrument,guitar,false,pending
isaac-albeniz-1860-serenata-arabe-for-piano-46,instrument,piano,false,pending
tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-a-major-op-10-no-5--0,instrument,viola,false,pending
tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-b-flat-major-op-10-no-1--1,instrument,viola,false,pending
tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-b-flat-major-op-10-no-12--2,instrument,viola,false,pending
tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-c-major-op-10-no-3--3,instrument,viola,false,pending
tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-c-minor-op-10-no-11--4,instrument,viola,false,pending
tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-f-major-op-10-no-7--5,instrument,viola,false,pending
tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-g-minor-op-10-no-2--6,instrument,viola,false,pending
tomaso-albinoni-1671-12-concerti-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-g-minor-op-10-no-8--7,instrument,viola,false,pending
tomaso-albinoni-1671-adagio-in-g-minor-for-harp-8,instrument,harp,false,pending
tomaso-albinoni-1671-adagio-for-violin-strings-and-organ-in-g-minor-t-mi-26--9,instrument,organ,false,pending
tomaso-albinoni-1671-concerto-a-5-in-d-minor-op-9-no-2-for-oboe-strings-and-continuo-11,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-5-in-d-minor-op-9-no-2-for-oboe-strings-and-continuo-11,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-5-in-d-minor-op-9-no-2-for-oboe-strings-and-continuo-11,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-6-in-c-for-trumpet-oboes-and-bassoon-12,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-6-in-c-for-trumpet-oboes-and-bassoon-12,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-6-in-c-for-trumpet-oboes-and-bassoon-12,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-a-major-op-7-no-7--13,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-a-major-op-7-no-7--13,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-a-major-op-7-no-7--13,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-b-flat-major-op-7-no-10--14,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-b-flat-major-op-7-no-10--14,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-b-flat-major-op-7-no-10--14,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-2--15,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-2--15,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-2--15,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-5--16,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-5--16,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-5--16,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-1--17,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-1--17,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-1--17,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-8--18,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-8--18,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-8--18,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-9-no-12--19,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-9-no-12--19,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-d-major-op-9-no-12--19,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-f-major-op-9-no-3--20,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-f-major-op-9-no-3--20,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-f-major-op-9-no-3--20,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-g-major-op-9-no-6--21,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-g-major-op-9-no-6--21,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-2-violins-viola-cello-and-continuo-in-g-major-op-9-no-6--21,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-violin-viola-cello-and-continuo-in-c-major-op-9-no-9--22,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-violin-viola-cello-and-continuo-in-c-major-op-9-no-9--22,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-oboes-violin-viola-cello-and-continuo-in-c-major-op-9-no-9--22,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-solo-violins-violin-viola-cello-and-continuo-in-b-flat-major-op-9-no-1--23,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-solo-violins-violin-viola-cello-and-continuo-in-b-flat-major-op-9-no-1--23,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-solo-violins-violin-viola-cello-and-continuo-in-b-flat-major-op-9-no-1--23,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-violins-viola-cello-and-continuo-in-g-major-op-7-no-4--24,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-violins-viola-cello-and-continuo-in-g-major-op-7-no-4--24,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-2-violins-viola-cello-and-continuo-in-g-major-op-7-no-4--24,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-b-flat-major-op-7-no-3--25,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-b-flat-major-op-7-no-3--25,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-b-flat-major-op-7-no-3--25,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-b-flat-major-op-9-no-11--26,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-b-flat-major-op-9-no-11--26,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-b-flat-major-op-9-no-11--26,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-12--27,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-12--27,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-12--27,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-c-major-op-9-no-5--28,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-c-major-op-9-no-5--28,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-c-major-op-9-no-5--28,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-6--29,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-6--29,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-6--29,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-d-minor-op-9-no-2--30,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-d-minor-op-9-no-2--30,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-d-minor-op-9-no-2--30,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-f-op-7-no-9--31,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-f-op-7-no-9--31,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-f-op-7-no-9--31,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-g-minor-op-9-no-8--32,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-g-minor-op-9-no-8--32,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-g-minor-op-9-no-8--32,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-a-major-op-9-no-4--33,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-a-major-op-9-no-4--33,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-a-major-op-9-no-4--33,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-1-in-b-flat-major-op-5-no-1--34,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-1-in-b-flat-major-op-5-no-1--34,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-1-in-b-flat-major-op-5-no-1--34,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-10-in-a-major-op-5-no-10--35,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-10-in-a-major-op-5-no-10--35,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-10-in-a-major-op-5-no-10--35,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-11-in-g-minor-op-5-no-11--36,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-11-in-g-minor-op-5-no-11--36,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-11-in-g-minor-op-5-no-11--36,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-12-in-c-major-op-5-no-12--37,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-12-in-c-major-op-5-no-12--37,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-12-in-c-major-op-5-no-12--37,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-2-in-f-major-op-5-no-2--38,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-2-in-f-major-op-5-no-2--38,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-2-in-f-major-op-5-no-2--38,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-3-in-d-major-op-5-no-3--39,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-3-in-d-major-op-5-no-3--39,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-3-in-d-major-op-5-no-3--39,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-4-in-g-major-op-5-no-4--40,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-4-in-g-major-op-5-no-4--40,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-4-in-g-major-op-5-no-4--40,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-5-in-a-minor-op-5-no-5--41,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-5-in-a-minor-op-5-no-5--41,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-5-in-a-minor-op-5-no-5--41,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-6-in-c-major-op-5-no-6--42,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-6-in-c-major-op-5-no-6--42,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-6-in-c-major-op-5-no-6--42,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-7-in-d-minor-op-5-no-7--43,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-7-in-d-minor-op-5-no-7--43,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-7-in-d-minor-op-5-no-7--43,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-8-in-f-major-op-5-no-8--44,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-8-in-f-major-op-5-no-8--44,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-8-in-f-major-op-5-no-8--44,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-9-in-e-minor-op-5-no-9--45,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-9-in-e-minor-op-5-no-9--45,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-9-in-e-minor-op-5-no-9--45,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-for-2-oboes-2-violins-viola-bassoon-and-2-continuos-in-g-major-op-7-no-4a--46,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-for-2-oboes-2-violins-viola-bassoon-and-2-continuos-in-g-major-op-7-no-4a--46,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-for-2-oboes-2-violins-viola-bassoon-and-2-continuos-in-g-major-op-7-no-4a--46,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-for-2-oboes-strings-and-continuo-in-c-major-op-7-no-11--47,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-for-2-oboes-strings-and-continuo-in-c-major-op-7-no-11--47,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-for-2-oboes-strings-and-continuo-in-c-major-op-7-no-11--47,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-for-2-violins-2-violas-cello-and-continuo-in-b-flat-major-op-2-no-6--48,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-for-2-violins-2-violas-cello-and-continuo-in-b-flat-major-op-2-no-6--48,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-for-2-violins-2-violas-cello-and-continuo-in-b-flat-major-op-2-no-6--48,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-for-trumpet-and-organ--in-f-major-op-2-no-2-51,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-for-trumpet-and-organ--in-f-major-op-2-no-2-51,instrument,organ,false,pending
tomaso-albinoni-1671-concerto-for-trumpet-and-organ--in-f-major-op-2-no-2-51,instrument,organ,true,pending
tomaso-albinoni-1671-concerto-in-c-for-oboe-strings-and-continuo-no-12-52,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-in-c-for-oboe-strings-and-continuo-no-12-52,instrument,oboe,false,pending
tomaso-albinoni-1671-concerto-in-c-for-oboe-strings-and-continuo-no-12-52,instrument,oboe,true,pending
tomaso-albinoni-1671-concerto-in-e-minor-for-2-violins-2-violas-cello-and-continuo-op-2-no-4-53,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-in-e-minor-for-2-violins-2-violas-cello-and-continuo-op-2-no-4-53,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-in-e-minor-for-2-violins-2-violas-cello-and-continuo-op-2-no-4-53,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-in-g-for-2-violins-2-violas-cello-and-continuo-op-2-no-8-54,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-in-g-for-2-violins-2-violas-cello-and-continuo-op-2-no-8-54,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-in-g-for-2-violins-2-violas-cello-and-continuo-op-2-no-8-54,instrument,viola,true,pending
tomaso-albinoni-1671-concerto-in-g-for-2-violins-viola-and-continuo-tsi8-55,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-concerto-in-g-for-2-violins-viola-and-continuo-tsi8-55,instrument,viola,false,pending
tomaso-albinoni-1671-concerto-in-g-for-2-violins-viola-and-continuo-tsi8-55,instrument,viola,true,pending
tomaso-albinoni-1671-da-larco-dun-bel-ciglio-solo-cantata-for-voice-and-continuo-in-g-minor-op-4-no-2-under-ye-gloomy-shade-56,ensemble,choir,false,pending
tomaso-albinoni-1671-da-larco-dun-bel-ciglio-solo-cantata-for-voice-and-continuo-in-g-minor-op-4-no-2-under-ye-gloomy-shade-56,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-flute-concerto-in-g-58,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-flute-concerto-in-g-58,instrument,lute,false,pending
tomaso-albinoni-1671-flute-concerto-in-g-58,instrument,lute,true,pending
tomaso-albinoni-1671-magnificat-in-g-minor-61,ensemble,choir,false,pending
tomaso-albinoni-1671-magnificat-in-g-minor-61,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-sinfonia-a-4-for-strings-62,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-sinfonia-for-strings-in-g-minor-63,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-sonata-a-cinque-for-violin-2-violas-and-continuo-in-b-flat-major-op-2-no-9-66,instrument,viola,false,pending
tomaso-albinoni-1671-sonata-a-cinque-for-violin-2-violas-and-continuo-in-b-flat-major-op-2-no-9-66,instrument,piano,false,pending
tomaso-albinoni-1671-sonata-a-cinque-for-violin-2-violas-and-continuo-in-c-major-op-2-no-3-67,instrument,viola,false,pending
tomaso-albinoni-1671-sonata-a-cinque-for-violin-2-violas-and-continuo-in-c-major-op-2-no-3-67,instrument,piano,false,pending
tomaso-albinoni-1671-sonata-a-cinque-for-violin-2-violas-and-continuo-in-g-minor-op-2-no-11-68,instrument,viola,false,pending
tomaso-albinoni-1671-sonata-a-cinque-for-violin-2-violas-and-continuo-in-g-minor-op-2-no-11-68,instrument,piano,false,pending
tomaso-albinoni-1671-sonata-a-sei-for-trumpet-2-violins-3-violas-and-continuo-in-c-major-tso1-69,instrument,viola,false,pending
tomaso-albinoni-1671-sonata-a-sei-for-trumpet-2-violins-3-violas-and-continuo-in-c-major-tso1-69,instrument,piano,false,pending
tomaso-albinoni-1671-sonata-a6-in-c-for-solo-trumpet-and-strings-71,instrument,trumpet,false,pending
tomaso-albinoni-1671-sonata-a6-in-c-for-solo-trumpet-and-strings-71,instrument,piano,false,pending
tomaso-albinoni-1671-sonata-di-concerto-a-7-in-d-for-solo-trumpet-and-strings-73,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-sonata-di-concerto-a-7-in-d-for-solo-trumpet-and-strings-73,instrument,trumpet,false,pending
tomaso-albinoni-1671-sonata-di-concerto-a-7-in-d-for-solo-trumpet-and-strings-73,instrument,trumpet,true,pending
tomaso-albinoni-1671-sonata-di-concerto-a-7-for-trumpet-2-violins-2-violas-cello-and-continuo-in-d-major-t-si-1-74,ensemble,symphony-orchestra,false,pending
tomaso-albinoni-1671-sonata-di-concerto-a-7-for-trumpet-2-violins-2-violas-cello-and-continuo-in-d-major-t-si-1-74,instrument,viola,false,pending
tomaso-albinoni-1671-sonata-di-concerto-a-7-for-trumpet-2-violins-2-violas-cello-and-continuo-in-d-major-t-si-1-74,instrument,viola,true,pending
tomaso-albinoni-1671-sonata-per-camera-for-violin-cello-and-continuo-in-a-minor-op-6-no-6-75,instrument,violin,false,pending
tomaso-albinoni-1671-sonata-per-camera-for-violin-cello-and-continuo-in-a-minor-op-6-no-6-75,instrument,piano,false,pending
tomaso-albinoni-1671-sonata-per-camera-for-violin-cello-and-continuo-in-d-major-op-6-no-7-76,instrument,violin,false,pending
tomaso-albinoni-1671-sonata-per-camera-for-violin-cello-and-continuo-in-d-major-op-6-no-7-76,instrument,piano,false,pending
